MaSanPham,Thang,TonDauKy,Nhap,Xuat,HaoHut,TonCuoiKy
SP0023,2024-10,162.0,364.0,326.0,5.0,195.0
SP0024,2024-10,251.0,74.0,23.0,1.0,301.0
SP0025,2024-10,141.0,259.0,271.0,1.0,128.0
SP0026,2024-10,68.0,2.0,0.0,0.0,70.0
,2024-10,498.0,292.0,258.0,2.0,530.0
SP0028,2024-10,163.0,434.0,421.0,2.0,174.0
SP0029,2024-10,285.0,5.0,0.0,0.0,290.0
SP0030,2024-10,201.0,168.0,170.0,0.0,199.0
SP0031,2024-10,274.0,402.0,385.0,2.0,289.0
SP0032,2024-10,539.0,26.0,8.0,1.0,556.0
SP0033,2024-10,267.0,204.0,211.0,4.0,256.0
SP0034,2024-10,467.0,415.0,409.0,5.0,468.0
SP0035,2024-10,85.0,250.0,223.0,0.0,112.0
SP0036,2024-10,0.31,0.0,0.0,0.0,0.31
SP0037,2024-10,315.0,248.0,258.0,3.0,302.0
SP0038,2024-10,450.0,396.0,396.0,2.0,448.0
SP0039,2024-10,243.0,16.0,1.0,0.0,258.0
SP0040,2024-10,476.0,72.0,32.0,1.0,515.0
SP0041,2024-10,212.0,180.0,164.0,0.0,228.0
SP0042,2024-10,242.0,366.0,337.0,7.0,264.0
SP0043,2024-10,509.0,394.0,368.0,1.0,534.0
SP0044,2024-10,365000.0,185000.0,183000.0,0.0,367000.0
SP0045,2024-10,178.0,388.0,396.0,2.0,168.0
SP0046,2024-10,117.0,429.0,445.0,2.0,99.0
SP0047,2024-10,259.0,393.0,358.0,3.0,291.0
SP0048,2024-10,276.0,222.0,229.0,1.0,268.0
SP0049,2024-10,76.0,19.0,1.0,0.0,94.0
SP0050,2024-10,146.0,19.0,0.0,0.0,165.0
SP0051,2024-10,257.0,45.0,21.0,1.0,280.0
SP0052,2024-10,242.0,238.0,209.0,2.0,269.0
SP0053,2024-10,414.0,192.0,187.0,4.0,415.0
SP0054,2024-10,326.0,86.0,28.0,1.0,383.0
SP9508,2024-10,408.0,45.0,25.0,0.0,428.0
SP0056,2024-10,324.0,360.0,331.0,2.0,351.0
SP0057,2024-10,208.0,10.0,0.0,0.0,218.0
SP0058,2024-10,380.0,27.0,15.0,0.0,392.0
SP0059,2024-10,355.0,6.0,0.0,0.0,361.0
SP0060,2024-10,352.0,63.0,19.0,0.0,396.0
SP0061,2024-10,522.0,192.0,176.0,2.0,536.0
SP0062,2024-10,369.0,289.0,292.0,4.0,362.0
SP0063,2024-10,434.0,10.0,1.0,0.0,443.0
SP0064,2024-10,170.0,52.0,20.0,0.0,202.0
SP0065,2024-10,440.0,295.0,251.0,1.0,483.0
SP0066,2024-10,151.0,366.0,314.0,1.0,202.0
SP0067,2024-10,211.0,206.0,191.0,1.0,225.0
SP0068,2024-10,424.0,23.0,9.0,0.0,438.0
SP0069,2024-10,192.0,15.0,0.0,0.0,207.0
SP0070,2024-10,137.0,272.0,245.0,4.0,160.0
SP0071,2024-10,485.0,375.0,338.0,2.0,520.0
SP0072,2024-10,346.0,234.0,214.0,1.0,365.0
SP0073,2024-10,197.0,1.0,0.0,0.0,198.0
SP0074,2024-10,400.0,27.0,9.0,0.0,418.0
SP0075,2024-10,284.0,62.0,23.0,0.0,323.0
SP0076,2024-10,145000.0,185000.0,182000.0,1000.0,147000.0
SP0077,2024-10,168.0,362.0,357.0,7.0,166.0
SP0078,2024-10,0.42,0.22,0.18,0.0,0.45
SP0079,2024-10,328.0,406.0,410.0,2.0,322.0
SP0080,2024-10,0.32,0.05,0.02,0.0,0.35
SP0081,2024-10,456.0,47.0,24.0,0.0,479.0
SP0082,2024-10,200.0,6.0,0.0,0.0,206.0
SP0083,2024-10,321.0,12.0,1.0,0.0,332.0
SP0084,2024-10,340.0,177.0,177.0,2.0,338.0
SP0085,2024-10,131.0,68.0,38.0,1.0,160.0
SP0086,2024-10,506.0,15.0,1.0,0.0,520.0
SP0087,2024-10,396.0,37.0,13.0,1.0,419.0
SP0088,2024-10,329000.0,273000.0,268000.0,3000.0,331000.0
SP0089,2024-10,272.0,213.0,202.0,1.0,282.0
SP0090,2024-10,317.0,214.0,219.0,0.0,312.0
SP0091,2024-10,131.0,19.0,1.0,0.0,149.0
SP0092,2024-10,451.0,377.0,392.0,2.0,434.0
SP0093,2024-10,381.0,374.0,343.0,1.0,411.0
SP0094,2024-10,460.0,72.0,40.0,1.0,491.0
SP0095,2024-10,182.0,217.0,185.0,2.0,212.0
SP0096,2024-10,476.0,227.0,198.0,1.0,504.0
SP0097,2024-10,343.0,325.0,279.0,3.0,386.0
SP0098,2024-10,414.0,40.0,21.0,0.0,433.0
SP0099,2024-10,255.0,198.0,187.0,1.0,265.0
SP0100,2024-10,175.0,78.0,23.0,0.0,230.0
SP0101,2024-10,291.0,409.0,360.0,1.0,339.0
SP0102,2024-10,266.0,34.0,13.0,0.0,287.0
SP0103,2024-10,284.0,394.0,365.0,2.0,311.0
SP0104,2024-10,261.0,289.0,247.0,1.0,302.0
SP0105,2024-10,0.49,0.06,0.02,0.0,0.53
SP0106,2024-10,261.0,246.0,212.0,3.0,292.0
SP0107,2024-10,317.0,274.0,269.0,1.0,321.0
SP0108,2024-10,68.0,283.0,244.0,3.0,104.0
SP0109,2024-10,266.0,84.0,39.0,0.0,311.0
SP0110,2024-10,240.0,374.0,324.0,3.0,287.0
SP0111,2024-10,258.0,72.0,33.0,0.0,297.0
SP0112,2024-10,340.0,219.0,204.0,1.0,354.0
SP0113,2024-10,0.18,0.26,0.24,0.0,0.19
,2024-10,239.0,183.0,169.0,2.0,251.0
SP0115,2024-10,506.0,266.0,254.0,2.0,516.0
SP0116,2024-10,158.0,292.0,256.0,1.0,193.0
SP0117,2024-10,130.0,396.0,342.0,2.0,182.0
SP0118,2024-10,251.0,300.0,301.0,3.0,247.0
SP0119,2024-10,447.0,9.0,0.0,0.0,456.0
SP0120,2024-10,296.0,233.0,204.0,2.0,323.0
SP0121,2024-10,275.0,207.0,214.0,1.0,267.0
SP0122,2024-10,402.0,85.0,38.0,1.0,448.0
SP0123,2024-10,0.2,0.37,0.37,0.0,0.2
SP0124,2024-10,455.0,312.0,305.0,6.0,456.0
SP0125,2024-10,261.0,76.0,32.0,1.0,304.0
SP0126,2024-10,0.44,0.0,0.0,0.0,0.45
SP0127,2024-10,427.0,240.0,245.0,2.0,420.0
SP0128,2024-10,167.0,13.0,1.0,0.0,179.0
SP0129,2024-10,439.0,225.0,208.0,1.0,455.0
SP0130,2024-10,342.0,194.0,178.0,3.0,355.0
,2024-10,173.0,185.0,180.0,1.0,177.0
SP0132,2024-10,76.0,6.0,0.0,0.0,82.0
SP0133,2024-10,106.0,333.0,294.0,3.0,142.0
SP0134,2024-10,164.0,318.0,274.0,2.0,206.0
SP0135,2024-10,445.0,195.0,175.0,0.0,465.0
SP0136,2024-10,239.0,413.0,433.0,0.0,219.0
SP0137,2024-10,178.0,291.0,258.0,0.0,211.0
SP0138,2024-10,181.0,376.0,344.0,1.0,212.0
SP0139,2024-10,150.0,312.0,282.0,4.0,176.0
SP0140,2024-10,170.0,428.0,391.0,1.0,206.0
SP0141,2024-10,297.0,364.0,346.0,3.0,312.0
SP0142,2024-10,433.0,268.0,263.0,0.0,438.0
SP0143,2024-10,435000.0,194000.0,183000.0,1000.0,445000.0
SP0144,2024-10,159.0,364.0,352.0,2.0,169.0
SP0145,2024-10,140000.0,57000.0,17000.0,1000.0,179000.0
SP0146,2024-10,239.0,178.0,170.0,2.0,245.0
SP0147,2024-10,218.0,57.0,21.0,1.0,253.0
SP0148,2024-10,525.0,281.0,260.0,3.0,543.0
SP9507,2024-10,489.0,346.0,327.0,0.0,508.0
SP0150,2024-10,309000.0,371000.0,361000.0,3000.0,316000.0
SP0151,2024-10,137.0,262.0,269.0,1.0,129.0
SP0152,2024-10,205.0,340.0,309.0,6.0,230.0
SP0153,2024-10,271.0,405.0,392.0,2.0,282.0
SP0154,2024-10,217.0,328.0,325.0,2.0,218.0
SP0155,2024-10,371.0,310.0,317.0,6.0,358.0
SP0156,2024-10,466.0,269.0,230.0,1.0,504.0
SP0157,2024-10,346.0,371.0,328.0,3.0,386.0
SP0158,2024-10,308.0,380.0,354.0,2.0,332.0
SP0159,2024-10,253.0,238.0,234.0,0.0,257.0
SP0160,2024-10,557.0,78.0,42.0,1.0,592.0
SP0161,2024-10,265.0,402.0,397.0,3.0,267.0
SP0162,2024-10,182.0,45.0,15.0,0.0,212.0
SP0163,2024-10,93.0,225.0,215.0,2.0,101.0
SP0164,2024-10,182.0,329.0,308.0,0.0,203.0
SP0165,2024-10,358.0,63.0,35.0,0.0,386.0
SP0166,2024-10,130.0,13.0,1.0,0.0,142.0
SP0167,2024-10,245.0,173.0,147.0,1.0,270.0
SP0168,2024-10,283.0,275.0,254.0,1.0,303.0
SP0169,2024-10,320.0,41.0,20.0,0.0,341.0
SP0170,2024-10,200.0,82.0,38.0,2.0,242.0
SP0171,2024-10,327.0,320.0,305.0,3.0,339.0
SP0172,2024-10,330.0,350.0,308.0,2.0,370.0
SP0173,2024-10,434.0,301.0,269.0,4.0,462.0
SP0174,2024-10,498.0,188.0,197.0,1.0,488.0
SP0175,2024-10,113.0,304.0,263.0,2.0,152.0
SP0176,2024-10,255.0,209.0,197.0,3.0,264.0
SP0177,2024-10,467.0,196.0,199.0,2.0,462.0
SP0178,2024-10,349.0,69.0,26.0,1.0,391.0
SP0179,2024-10,344.0,221.0,198.0,2.0,365.0
SP0180,2024-10,435.0,313.0,326.0,1.0,421.0
SP0181,2024-10,402.0,52.0,19.0,0.0,435.0
SP0182,2024-10,235.0,55.0,24.0,1.0,265.0
SP0183,2024-10,511.0,353.0,352.0,5.0,507.0
SP0184,2024-10,186.0,187.0,184.0,2.0,187.0
SP0185,2024-10,187.0,418.0,430.0,2.0,173.0
SP0186,2024-10,183.0,231.0,232.0,1.0,181.0
SP0187,2024-10,137.0,243.0,232.0,3.0,145.0
SP0188,2024-10,73.0,433.0,370.0,5.0,131.0
SP0189,2024-10,453.0,238.0,222.0,3.0,466.0
SP0190,2024-10,175.0,345.0,295.0,3.0,222.0
SP0191,2024-10,492.0,302.0,279.0,1.0,514.0
SP0192,2024-10,182.0,392.0,370.0,1.0,203.0
SP0193,2024-10,485.0,181.0,159.0,1.0,506.0
SP0194,2024-10,193.0,237.0,217.0,3.0,210.0
SP0195,2024-10,46.0,240.0,242.0,3.0,41.0
SP0196,2024-10,527.0,74.0,38.0,1.0,562.0
SP0197,2024-10,445.0,356.0,316.0,0.0,485.0
SP0198,2024-10,394.0,42.0,16.0,0.0,420.0
SP0199,2024-10,461.0,80.0,34.0,1.0,506.0
SP0200,2024-10,218.0,373.0,389.0,2.0,200.0
SP0201,2024-10,149.0,230.0,235.0,0.0,144.0
SP0202,2024-10,457.0,280.0,284.0,0.0,453.0
SP9500,2024-10,148.0,187.0,177.0,0.0,158.0
SP0204,2024-10,273.0,41.0,21.0,0.0,293.0
SP0205,2024-10,114.0,201.0,206.0,1.0,108.0
SP0206,2024-10,259.0,324.0,302.0,2.0,279.0
SP0207,2024-10,0.44,0.31,0.31,0.0,0.44
SP0208,2024-10,123.0,430.0,366.0,8.0,179.0
SP0209,2024-10,331.0,301.0,281.0,3.0,348.0
SP0210,2024-10,55000.0,346000.0,325000.0,3000.0,73000.0
SP0211,2024-10,287.0,212.0,206.0,1.0,292.0
SP0212,2024-10,215.0,10.0,0.0,0.0,225.0
SP0213,2024-10,291.0,334.0,301.0,3.0,321.0
SP0214,2024-10,173.0,316.0,269.0,3.0,217.0
SP0215,2024-10,93.0,219.0,217.0,4.0,91.0
SP0216,2024-10,319.0,265.0,246.0,5.0,333.0
SP0217,2024-10,137000.0,353000.0,311000.0,4000.0,175000.0
SP0218,2024-10,217.0,360.0,332.0,1.0,244.0
SP0219,2024-10,285.0,271.0,268.0,2.0,286.0
SP0220,2024-10,274.0,412.0,384.0,4.0,298.0
SP0001,2024-11,197.0,47.0,22.0,0.0,222.0
SP0002,2024-11,433.0,274.0,236.0,2.0,469.0
SP0003,2024-11,396.0,238.0,214.0,2.0,418.0
SP0004,2024-11,103.0,11.0,1.0,0.0,113.0
SP0005,2024-11,308.0,398.0,365.0,1.0,340.0
SP0006,2024-11,486.0,208.0,201.0,0.0,493.0
SP0007,2024-11,281.0,449.0,405.0,3.0,322.0
SP0008,2024-11,512.0,497.0,506.0,2.0,501.0
SP0009,2024-11,437.0,270.0,267.0,0.0,440.0
SP0010,2024-11,113.0,446.0,399.0,2.0,158.0
SP0011,2024-11,547.0,410.0,429.0,4.0,524.0
SP0012,2024-11,243.0,280.0,271.0,4.0,248.0
SP0013,2024-11,0.32,0.04,0.02,0.0,0.34
SP0014,2024-11,515.0,202.0,208.0,0.0,509.0
SP0015,2024-11,282.0,10.0,0.0,0.0,292.0
SP0016,2024-11,205.0,412.0,372.0,1.0,244.0
SP9509,2024-11,466000.0,415000.0,356000.0,4000.0,521000.0
SP0018,2024-11,226.0,84.0,29.0,0.0,281.0
SP0019,2024-11,447.0,475.0,472.0,7.0,443.0
SP0020,2024-11,500.0,0.0,0.0,0.0,500.0
SP0021,2024-11,439.0,221.0,221.0,1.0,438.0
SP0022,2024-11,447000.0,19000.0,0.0,0.0,466000.0
SP0023,2024-11,195.0,343.0,328.0,4.0,206.0
SP0024,2024-11,301.0,72.0,23.0,1.0,349.0
SP0025,2024-11,128.0,518.0,509.0,2.0,135.0
SP0026,2024-11,0.07,0.01,0.0,0.0,0.08
SP0027,2024-11,530.0,482.0,499.0,4.0,509.0
SP0028,2024-11,174.0,248.0,216.0,4.0,202.0
SP9506,2024-11,290.0,16.0,0.0,0.0,306.0
SP0030,2024-11,199000.0,412000.0,432000.0,2000.0,177000.0
SP0031,2024-11,289.0,332.0,296.0,1.0,324.0
SP0032,2024-11,556.0,50.0,18.0,1.0,587.0
SP0033,2024-11,0.26,0.47,0.4,0.0,0.32
SP0034,2024-11,468.0,215.0,213.0,1.0,469.0
SP0035,2024-11,112.0,496.0,453.0,1.0,154.0
SP0036,2024-11,314.0,6.0,0.0,0.0,320.0
SP0037,2024-11,302.0,465.0,447.0,3.0,317.0
SP0038,2024-11,448.0,208.0,215.0,1.0,440.0
SP0039,2024-11,258.0,4.0,0.0,0.0,262.0
SP0040,2024-11,515.0,79.0,38.0,2.0,554.0
SP0041,2024-11,228.0,429.0,405.0,2.0,250.0
SP0042,2024-11,264.0,286.0,251.0,4.0,295.0
SP9509,2024-11,534.0,291.0,302.0,1.0,522.0
SP0044,2024-11,367.0,254.0,220.0,1.0,400.0
SP0045,2024-11,168.0,313.0,267.0,1.0,213.0
SP0046,2024-11,99.0,389.0,345.0,3.0,140.0
SP0047,2024-11,291.0,267.0,265.0,4.0,289.0
SP0048,2024-11,268.0,519.0,521.0,3.0,263.0
SP0049,2024-11,94.0,17.0,0.0,0.0,111.0
SP0050,2024-11,165.0,12.0,1.0,0.0,176.0
SP0051,2024-11,280.0,66.0,33.0,1.0,312.0
SP0052,2024-11,269.0,366.0,357.0,2.0,276.0
SP0053,2024-11,0.42,0.45,0.44,0.0,0.42
SP0054,2024-11,383.0,80.0,37.0,1.0,425.0
SP0055,2024-11,428.0,77.0,37.0,1.0,467.0
SP0056,2024-11,351.0,352.0,355.0,2.0,346.0
SP0057,2024-11,218.0,9.0,0.0,0.0,227.0
SP0058,2024-11,392.0,51.0,27.0,0.0,416.0
SP0059,2024-11,361.0,19.0,1.0,0.0,379.0
SP0060,2024-11,396000.0,41000.0,18000.0,0.0,419000.0
SP0061,2024-11,536.0,357.0,360.0,5.0,528.0
SP0062,2024-11,362.0,245.0,215.0,3.0,389.0
SP0063,2024-11,443.0,3.0,0.0,0.0,446.0
SP0064,2024-11,202.0,73.0,36.0,1.0,238.0
SP0065,2024-11,483.0,444.0,430.0,2.0,495.0
SP0066,2024-11,202.0,350.0,302.0,0.0,250.0
SP0067,2024-11,225.0,390.0,394.0,4.0,217.0
SP0068,2024-11,438.0,77.0,46.0,1.0,468.0
SP0069,2024-11,207.0,16.0,1.0,0.0,222.0
SP0070,2024-11,160.0,300.0,306.0,2.0,152.0
SP0071,2024-11,520.0,436.0,416.0,0.0,540.0
SP0072,2024-11,365.0,393.0,345.0,2.0,411.0
SP0073,2024-11,198.0,13.0,0.0,0.0,211.0
SP0074,2024-11,418.0,46.0,23.0,0.0,441.0
SP0075,2024-11,323.0,53.0,18.0,0.0,358.0
SP0076,2024-11,147.0,233.0,215.0,1.0,164.0
SP0077,2024-11,166.0,374.0,320.0,2.0,218.0
SP0078,2024-11,454.0,243.0,207.0,2.0,488.0
SP0079,2024-11,322.0,325.0,281.0,2.0,364.0
SP0080,2024-11,353.0,57.0,24.0,1.0,385.0
SP0081,2024-11,479.0,47.0,21.0,0.0,505.0
SP0082,2024-11,206.0,13.0,1.0,0.0,218.0
SP0083,2024-11,332.0,3.0,0.0,0.0,335.0
SP0084,2024-11,338.0,215.0,196.0,3.0,354.0
SP0085,2024-11,160.0,34.0,16.0,0.0,178.0
SP0086,2024-11,520.0,6.0,0.0,0.0,526.0
SP0087,2024-11,419000.0,43000.0,22000.0,1000.0,439000.0
SP0088,2024-11,331.0,390.0,342.0,3.0,376.0
SP0089,2024-11,282.0,502.0,521.0,4.0,259.0
SP0090,2024-11,312.0,407.0,350.0,0.0,369.0
SP0091,2024-11,149.0,4.0,0.0,0.0,153.0
SP0092,2024-11,434.0,439.0,425.0,2.0,446.0
SP0093,2024-11,411000.0,337000.0,290000.0,1000.0,457000.0
SP0094,2024-11,491.0,53.0,27.0,1.0,516.0
SP0095,2024-11,212.0,473.0,402.0,9.0,274.0
SP0096,2024-11,504.0,232.0,211.0,1.0,524.0
SP0097,2024-11,386.0,477.0,406.0,7.0,450.0
SP0098,2024-11,433.0,97.0,36.0,1.0,493.0
SP0099,2024-11,265.0,226.0,226.0,3.0,262.0
SP0100,2024-11,230.0,40.0,22.0,0.0,248.0
SP0101,2024-11,339.0,474.0,478.0,2.0,333.0
SP0102,2024-11,287.0,41.0,14.0,0.0,314.0
SP0103,2024-11,311.0,474.0,467.0,2.0,316.0
SP0104,2024-11,302.0,478.0,421.0,2.0,357.0
SP0105,2024-11,532.0,33.0,17.0,0.0,548.0
SP0106,2024-11,292.0,273.0,235.0,3.0,327.0
SP0107,2024-11,321.0,285.0,289.0,1.0,316.0
SP0108,2024-11,104.0,465.0,485.0,6.0,78.0
SP0109,2024-11,311.0,80.0,27.0,0.0,364.0
SP0110,2024-11,287.0,397.0,351.0,3.0,330.0
SP0111,2024-11,297.0,45.0,21.0,0.0,321.0
SP0112,2024-11,354.0,258.0,255.0,2.0,355.0
SP0113,2024-11,191.0,349.0,337.0,3.0,200.0
SP0114,2024-11,251.0,368.0,370.0,3.0,246.0
SP0115,2024-11,516.0,459.0,467.0,4.0,504.0
SP0116,2024-11,193.0,314.0,316.0,1.0,190.0
SP0117,2024-11,182.0,254.0,259.0,2.0,175.0
SP0118,2024-11,247.0,335.0,288.0,1.0,293.0
SP0119,2024-11,456.0,15.0,0.0,0.0,471.0
SP0120,2024-11,323.0,265.0,231.0,2.0,355.0
SP0121,2024-11,267.0,424.0,417.0,6.0,268.0
SP0122,2024-11,448.0,69.0,39.0,1.0,477.0
SP0123,2024-11,197.0,220.0,224.0,3.0,190.0
SP0124,2024-11,456.0,479.0,477.0,9.0,449.0
SP0125,2024-11,304.0,51.0,28.0,1.0,326.0
SP0126,2024-11,446.0,9.0,0.0,0.0,455.0
SP0127,2024-11,420.0,511.0,481.0,5.0,445.0
SP0128,2024-11,179.0,18.0,0.0,0.0,197.0
SP0129,2024-11,455.0,422.0,388.0,4.0,485.0
SP0130,2024-11,355.0,472.0,408.0,4.0,415.0
SP0131,2024-11,177.0,222.0,212.0,2.0,185.0
SP0132,2024-11,82.0,17.0,2.0,0.0,97.0
SP0133,2024-11,142.0,424.0,416.0,4.0,146.0
SP0134,2024-11,0.21,0.34,0.34,0.0,0.2
SP0135,2024-11,465.0,459.0,417.0,1.0,506.0
SP0136,2024-11,219.0,489.0,467.0,2.0,239.0
SP0137,2024-11,211.0,475.0,463.0,1.0,222.0
SP0138,2024-11,212.0,214.0,195.0,1.0,230.0
SP0139,2024-11,176.0,436.0,420.0,8.0,184.0
SP0140,2024-11,206000.0,303000.0,288000.0,4000.0,217000.0
SP0141,2024-11,312.0,264.0,253.0,2.0,321.0
SP0142,2024-11,438.0,389.0,347.0,1.0,479.0
SP0143,2024-11,445.0,277.0,287.0,1.0,434.0
SP0144,2024-11,169.0,303.0,271.0,2.0,199.0
SP0145,2024-11,179.0,70.0,38.0,1.0,210.0
SP0146,2024-11,245.0,236.0,212.0,1.0,268.0
SP0147,2024-11,253.0,77.0,25.0,1.0,304.0
SP0148,2024-11,543.0,485.0,460.0,4.0,564.0
SP0149,2024-11,508.0,459.0,474.0,1.0,492.0
SP0150,2024-11,0.32,0.35,0.34,0.01,0.32
SP0151,2024-11,129.0,356.0,318.0,2.0,165.0
SP0152,2024-11,230.0,382.0,397.0,2.0,213.0
SP0153,2024-11,282.0,375.0,366.0,3.0,288.0
SP0154,2024-11,218.0,301.0,306.0,2.0,211.0
SP0155,2024-11,358.0,328.0,291.0,3.0,392.0
SP0156,2024-11,504.0,513.0,481.0,6.0,530.0
SP0157,2024-11,386.0,318.0,285.0,6.0,413.0
SP0158,2024-11,332.0,372.0,373.0,5.0,326.0
SP0159,2024-11,257.0,224.0,215.0,0.0,266.0
SP0160,2024-11,592.0,35.0,11.0,0.0,616.0
SP0161,2024-11,267.0,478.0,474.0,2.0,269.0
SP0162,2024-11,212.0,49.0,14.0,0.0,247.0
SP0163,2024-11,101.0,370.0,346.0,5.0,120.0
SP0164,2024-11,203.0,267.0,246.0,1.0,223.0
SP0165,2024-11,386.0,60.0,25.0,1.0,420.0
SP0166,2024-11,142.0,19.0,0.0,0.0,161.0
SP0167,2024-11,270.0,492.0,435.0,3.0,324.0
SP0168,2024-11,303.0,453.0,385.0,4.0,367.0
SP0169,2024-11,341.0,47.0,23.0,0.0,365.0
SP0170,2024-11,242.0,40.0,21.0,1.0,260.0
SP0171,2024-11,339.0,390.0,361.0,4.0,364.0
SP0172,2024-11,370.0,460.0,395.0,0.0,435.0
SP0173,2024-11,462.0,337.0,335.0,2.0,462.0
SP0174,2024-11,488.0,196.0,172.0,1.0,511.0
SP0175,2024-11,152.0,370.0,345.0,2.0,175.0
SP0176,2024-11,264.0,209.0,186.0,3.0,284.0
SP0177,2024-11,462.0,319.0,275.0,2.0,504.0
SP0178,2024-11,391.0,65.0,27.0,1.0,428.0
SP0179,2024-11,365.0,514.0,441.0,4.0,434.0
SP9504,2024-11,421.0,233.0,222.0,1.0,431.0
SP0181,2024-11,435.0,88.0,36.0,0.0,487.0
SP0182,2024-11,265.0,45.0,18.0,1.0,291.0
SP0183,2024-11,507.0,396.0,388.0,4.0,511.0
SP0184,2024-11,187.0,335.0,332.0,3.0,187.0
SP0185,2024-11,173.0,320.0,335.0,2.0,156.0
SP0186,2024-11,181.0,516.0,522.0,1.0,174.0
SP0187,2024-11,145.0,324.0,338.0,3.0,128.0
SP0188,2024-11,131.0,234.0,200.0,3.0,162.0
SP0189,2024-11,466.0,497.0,445.0,4.0,514.0
SP0190,2024-11,222000.0,453000.0,452000.0,3000.0,220000.0
SP0191,2024-11,514.0,461.0,409.0,1.0,565.0
SP0192,2024-11,203.0,218.0,191.0,1.0,229.0
SP0193,2024-11,506.0,443.0,400.0,6.0,543.0
SP0194,2024-11,210.0,272.0,275.0,3.0,204.0
SP0195,2024-11,41.0,319.0,281.0,5.0,74.0
SP0196,2024-11,0.56,0.09,0.05,0.0,0.6
SP0197,2024-11,485.0,371.0,334.0,1.0,521.0
SP0198,2024-11,420.0,46.0,26.0,0.0,440.0
SP0199,2024-11,506.0,58.0,25.0,1.0,538.0
SP0200,2024-11,200.0,289.0,247.0,1.0,241.0
SP0201,2024-11,144.0,296.0,289.0,1.0,150.0
SP0202,2024-11,453.0,320.0,279.0,1.0,493.0
SP0203,2024-11,158.0,475.0,417.0,2.0,214.0
SP0204,2024-11,293.0,100.0,40.0,0.0,353.0
SP0205,2024-11,108.0,214.0,221.0,1.0,100.0
,2024-11,279.0,329.0,288.0,3.0,317.0
SP0207,2024-11,441.0,259.0,220.0,1.0,479.0
SP0208,2024-11,179.0,373.0,374.0,7.0,171.0
SP0209,2024-11,348.0,304.0,276.0,4.0,372.0
SP0210,2024-11,73.0,260.0,260.0,1.0,72.0
SP0211,2024-11,292.0,208.0,212.0,2.0,286.0
SP0212,2024-11,225.0,15.0,1.0,0.0,239.0
SP0213,2024-11,321.0,499.0,466.0,5.0,349.0
SP0214,2024-11,217000.0,513000.0,517000.0,3000.0,210000.0
SP0215,2024-11,91.0,396.0,362.0,5.0,120.0
SP0216,2024-11,333.0,300.0,311.0,4.0,318.0
SP0217,2024-11,175.0,251.0,230.0,3.0,193.0
SP0218,2024-11,244.0,229.0,215.0,1.0,257.0
SP0219,2024-11,286.0,321.0,311.0,6.0,290.0
SP0220,2024-11,298.0,198.0,175.0,2.0,319.0
SP0001,2024-12,222.0,62.0,19.0,0.0,265.0
SP0002,2024-12,469.0,314.0,272.0,2.0,509.0
SP0003,2024-12,418.0,586.0,596.0,3.0,405.0
SP0004,2024-12,113.0,5.0,0.0,0.0,118.0
SP0005,2024-12,340.0,578.0,565.0,5.0,348.0
SP0006,2024-12,493.0,284.0,286.0,0.0,491.0
SP0007,2024-12,322.0,532.0,505.0,6.0,343.0
SP0008,2024-12,501000.0,333000.0,310000.0,1000.0,523000.0
SP0009,2024-12,440.0,567.0,532.0,2.0,473.0
SP0010,2024-12,158.0,315.0,275.0,1.0,197.0
SP0011,2024-12,524.0,348.0,343.0,3.0,526.0
SP0012,2024-12,248.0,539.0,534.0,7.0,246.0
SP0013,2024-12,336.0,112.0,61.0,1.0,386.0
SP0014,2024-12,509.0,407.0,375.0,1.0,540.0
SP0015,2024-12,292000.0,4000.0,0.0,0.0,296000.0
SP0016,2024-12,244.0,513.0,463.0,1.0,293.0
SP0017,2024-12,521.0,600.0,597.0,2.0,522.0
SP0018,2024-12,281.0,116.0,65.0,0.0,332.0
SP0019,2024-12,443.0,442.0,385.0,3.0,497.0
SP0020,2024-12,500.0,0.0,0.0,0.0,500.0
SP0021,2024-12,438.0,448.0,448.0,3.0,435.0
SP0022,2024-12,0.47,0.0,0.0,0.0,0.47
SP0023,2024-12,206.0,404.0,420.0,2.0,188.0
SP0024,2024-12,349.0,64.0,34.0,1.0,378.0
SP0025,2024-12,135.0,477.0,458.0,2.0,152.0
SP0026,2024-12,80.0,2.0,0.0,0.0,82.0
SP0027,2024-12,509.0,577.0,547.0,6.0,533.0
SP0028,2024-12,202.0,287.0,252.0,2.0,235.0
SP0029,2024-12,306.0,10.0,1.0,0.0,315.0
SP0030,2024-12,177.0,495.0,450.0,1.0,221.0
SP0031,2024-12,324.0,619.0,531.0,4.0,408.0
,2024-12,587.0,121.0,60.0,1.0,647.0
SP0033,2024-12,318.0,403.0,380.0,6.0,335.0
SP0034,2024-12,469000.0,253000.0,223000.0,3000.0,496000.0
SP0035,2024-12,154.0,322.0,306.0,1.0,169.0
SP0036,2024-12,320.0,14.0,1.0,0.0,333.0
SP0037,2024-12,317.0,459.0,466.0,2.0,308.0
,2024-12,440.0,268.0,274.0,0.0,434.0
SP0039,2024-12,262.0,5.0,0.0,0.0,267.0
SP0040,2024-12,0.55,0.11,0.03,0.0,0.63
SP0041,2024-12,250.0,615.0,631.0,0.0,234.0
SP0042,2024-12,295.0,565.0,536.0,9.0,315.0
SP0043,2024-12,522.0,353.0,328.0,1.0,546.0
SP0044,2024-12,400000.0,345000.0,302000.0,0.0,443000.0
