MaDonHang,MaKhachHang,NgayDatHang,KenhBan,NhanVienBanHang,TrangThai
DH006836,KH0442,2024-08-24 15:21:00,TMĐT - Shopee,NV15,Đã giao
DH008518,KH0001,2024-08-24 15:43:00,Bán lẻ trực tiếp,NV13,Đã giao
DH008265,KH0274,2024-08-24 16:34:00,Showroom,NV19,Đã giao
DH002006,KH0140,2024-08-24 18:59:00,TMĐT - Shopee,NV19,Mới
DH010229,KH0056,2024-08-24 22:34:00,Showroom,NV11,Đã giao
DH008462,KH0359,2024-08-25 02:09:00,TMĐT - Lazada,NV10,Đã giao
DH000806,KH0307,2024-08-25 03:04:00,TMĐT - Shopee,NV12,Đã giao
DH004652,KH0140,2024-08-25 03:15:00,TMĐT - Shopee,NV23,Đã giao
DH008809,KH0140,2024-08-25 04:31:00,Showroom,NV06,Đã giao
DH006057,KH0157,2024-08-25 05:55:00,TMĐT - Shopee,NV13,Đã giao
DH003981,KH0034,2024-08-25 08:01:00,Đại lý,NV03,Đã giao
DH002770,KH0436,2024-08-25 11:25:00,TMĐT - Lazada,NV23,Đã giao
DH004203,KH0093,2024-08-25 13:08:00,TMĐT - Lazada,NV20,Đã giao
DH000291,KH0044,2024-08-25 14:30:00,Bán lẻ trực tiếp,NV06,Đang xử lý
DH010973,KH0218,2024-08-25 14:39:00,Đại lý,NV22,Đã giao
DH004806,KH0199,2024-08-25 18:02:00,TMĐT - Shopee,NV03,Đã giao
DH002667,KH0420,2024-08-25 18:09:00,Bán lẻ trực tiếp,NV08,Đã giao
DH004009,KH0314,2024-08-25 21:16:00,Bán lẻ trực tiếp,NV28,Đã hủy
DH007566,KH0257,2024-08-25 21:21:00,TMĐT - Tiki,NV07,Đã giao
DH002515,KH0248,2024-08-25 22:10:00,TMĐT - Tiki,NV14,Đang xử lý
DH003390,KH0447,2024-08-25 22:21:00,TMĐT - Lazada,NV02,Đã giao
DH009263,KH0114,2024-08-25 22:48:00,Đại lý,NV09,Trả hàng
DH001540,KH0421,2024-08-26 04:03:00,Showroom,NV04,Đã giao
DH006347,KH0119,2024-08-26 05:57:00,TMĐT - Lazada,NV26,Đang xử lý
DH007138,KH0397,2024-08-26 09:45:00,TMĐT - Shopee,NV22,Đã giao
DH002647,KH0241,2024-08-26 11:53:00,TMĐT - Lazada,NV20,Đã hủy
DH002768,KH0268,2024-08-26 13:46:00,Bán lẻ trực tiếp,NV01,Đã giao
DH002149,KH0002,2024-08-26 15:06:00,Showroom,NV16,Đã giao
DH000545,KH0322,2024-08-26 15:44:00,Showroom,NV25,Đang xử lý
DH011789,KH0208,2024-08-26 15:49:00,Showroom,NV26,Đã giao
DH006993,KH0368,2024-08-26 19:04:00,TMĐT - Shopee,NV10,Đã giao
DH011413,KH0031,2024-08-26 20:19:00,Đại lý,NV06,Đã giao
DH009751,KH0088,2024-08-26 21:30:00,Bán lẻ trực tiếp,NV26,Đã giao
DH003034,KH0396,2024-08-26 23:50:00,TMĐT - Lazada,NV19,Đã giao
DH006531,KH0181,2024-08-26 23:50:00,Bán lẻ trực tiếp,NV03,Đã giao
DH002581,KH0249,2024-08-27 01:05:00,Bán lẻ trực tiếp,NV23,Mới
DH006421,KH0049,2024-08-27 01:12:00,Showroom,NV06,Đã giao
DH001559,KH0141,2024-08-27 06:57:00,TMĐT - Shopee,NV20,Đã giao
DH006438,KH0121,2024-08-27 06:58:00,TMĐT - Lazada,NV28,Đã giao
DH006943,KH0414,2024-08-27 09:12:00,Đại lý,NV21,Mới
DH001218,KH0122,2024-08-27 12:03:00,Showroom,NV26,Đã giao
DH008949,KH0339,2024-08-27 12:14:00,Đại lý,NV17,Đã giao
DH000318,KH0218,2024-08-27 15:07:00,TMĐT - Lazada,NV10,Đã giao
DH001258,KH0241,2024-08-27 16:02:00,TMĐT - Shopee,NV25,Đã giao
DH003982,KH0337,2024-08-27 22:12:00,Đại lý,NV12,Đã giao
DH002032,KH0447,2024-08-27 22:13:00,Showroom,NV20,Đang xử lý
DH011948,KH0066,2024-08-27 22:27:00,Đại lý,NV21,Đã giao
DH001710,KH0385,2024-08-27 22:38:00,Đại lý,NV16,Đang xử lý
DH008967,KH0442,2024-08-28 00:10:00,TMĐT - Shopee,NV18,Đã giao
DH009580,KH0010,2024-08-28 04:51:00,Đại lý,NV21,Đã hủy
DH004503,KH0010,2024-08-28 08:58:00,Bán lẻ trực tiếp,NV25,Đã giao
DH011699,KH0140,2024-08-28 13:37:00,TMĐT - Tiki,NV16,Đang xử lý
DH002444,KH0049,2024-08-28 17:59:00,TMĐT - Lazada,NV23,Đã giao
DH009071,KH0002,2024-08-28 19:03:00,TMĐT - Shopee,NV05,Đang xử lý
DH005001,KH0396,2024-08-28 21:49:00,TMĐT - Tiki,NV14,Đã giao
DH002229,KH0208,2024-08-28 22:12:00,Showroom,NV29,Đã giao
DH006055,KH0268,2024-08-28 23:20:00,Showroom,NV13,Đã giao
DH003090,KH0391,2024-08-29 01:15:00,TMĐT - Shopee,NV25,Đã giao
DH009976,KH0036,2024-08-29 02:29:00,Showroom,NV02,Đã giao
DH002397,KH0008,2024-08-29 03:31:00,Bán lẻ trực tiếp,NV29,Đã giao
DH008324,KH0239,2024-08-29 03:39:00,Đại lý,NV13,Đã giao
DH005718,KH0359,2024-08-29 05:30:00,TMĐT - Lazada,NV22,Đã giao
DH004146,KH0440,2024-08-29 08:48:00,TMĐT - Lazada,NV28,Đã giao
DH009887,KH0051,2024-08-29 08:55:00,Showroom,NV04,Đã giao
DH010182,KH0183,2024-08-29 09:08:00,Showroom,NV01,Đã giao
DH003871,KH0075,2024-08-29 11:36:00,Showroom,NV18,Đã giao
DH008426,KH0406,2024-08-29 13:46:00,Showroom,NV18,Đã hủy
DH001628,KH0013,2024-08-29 15:13:00,Showroom,NV25,Đang xử lý
DH006657,KH0108,2024-08-29 15:43:00,Bán lẻ trực tiếp,NV18,Đã giao
DH011458,KH0447,2024-08-29 15:59:00,TMĐT - Shopee,NV22,Đang xử lý
DH008490,KH0197,2024-08-29 16:43:00,TMĐT - Tiki,NV27,Đã hủy
DH003302,KH0257,2024-08-29 19:20:00,TMĐT - Lazada,NV30,Đã giao
DH006681,KH0155,2024-08-29 19:59:00,Đại lý,NV16,Đã giao
DH003821,KH0132,2024-08-29 20:24:00,TMĐT - Lazada,NV03,Đã hủy
DH006322,KH0119,2024-08-29 20:50:00,Đại lý,NV25,Trả hàng
DH004764,KH0035,2024-08-29 23:17:00,TMĐT - Tiki,NV03,Đã hủy
DH000564,KH0012,2024-08-30 01:03:00,Bán lẻ trực tiếp,NV02,Đã giao
DH010422,KH0384,2024-08-30 01:09:00,Showroom,NV15,Đang xử lý
DH005928,KH0126,2024-08-30 01:44:00,Showroom,NV09,Đã giao
DH007009,KH0035,2024-08-30 04:04:00,TMĐT - Tiki,NV04,Đang xử lý
DH011494,KH0116,2024-08-30 04:06:00,TMĐT - Tiki,NV14,Đã giao
DH005038,KH0051,2024-08-30 04:07:00,Bán lẻ trực tiếp,NV22,Đã giao
DH011822,KH0104,2024-08-30 06:55:00,TMĐT - Shopee,NV08,Đã giao
DH000812,KH0054,2024-08-30 08:02:00,Đại lý,NV06,Đang xử lý
DH004822,KH0362,2024-08-30 08:14:00,TMĐT - Lazada,NV02,Đã giao
DH002570,KH0262,2024-08-30 11:50:00,TMĐT - Tiki,NV06,Đã giao
DH003255,KH0447,2024-08-30 13:43:00,TMĐT - Tiki,NV01,Trả hàng
DH003891,KH0338,2024-08-30 15:41:00,Đại lý,NV09,Mới
DH003266,KH0257,2024-08-30 15:47:00,Showroom,NV08,Đã giao
DH010426,KH0155,2024-08-30 17:02:00,TMĐT - Shopee,NV09,Đã giao
DH011786,KH0070,2024-08-30 17:58:00,Đại lý,NV29,Đã giao
DH004316,KH0070,2024-08-31 00:54:00,Bán lẻ trực tiếp,NV20,Đã giao
DH011439,KH0211,2024-08-31 02:19:00,Bán lẻ trực tiếp,NV13,Đã giao
DH011772,KH0275,2024-08-31 04:12:00,Showroom,NV18,Mới
DH007114,KH0004,2024-08-31 05:20:00,TMĐT - Lazada,NV12,Đã giao
DH000685,KH0242,2024-08-31 05:39:00,Đại lý,NV23,Đã giao
DH009594,KH0442,2024-08-31 08:23:00,Bán lẻ trực tiếp,NV27,Đã giao
DH010687,KH0053,2024-08-31 12:41:00,TMĐT - Lazada,NV16,Đã giao
DH008728,KH0229,2024-08-31 14:21:00,Bán lẻ trực tiếp,NV12,Đã giao
DH010549,KH0213,2024-08-31 15:35:00,Đại lý,NV05,Đã giao
DH002108,KH0071,2024-08-31 16:57:00,Bán lẻ trực tiếp,NV11,Đã giao
DH005730,KH0399,2024-08-31 18:21:00,Bán lẻ trực tiếp,NV19,Đã hủy
DH000983,KH0135,2024-08-31 23:53:00,Bán lẻ trực tiếp,NV03,Đang xử lý
DH011017,KH0034,2024-09-01 01:51:00,TMĐT - Tiki,NV28,Đã giao
DH000330,KH0227,2024-09-01 04:42:00,Showroom,NV18,Đã hủy
DH000873,KH0262,2024-09-01 05:24:00,Showroom,NV06,Đã giao
DH011703,KH0183,2024-09-01 06:51:00,TMĐT - Tiki,NV30,Trả hàng
DH002437,KH0341,2024-09-01 06:54:00,Đại lý,NV28,Đã giao
DH011388,KH0219,2024-09-01 07:34:00,Showroom,NV23,Đã giao
DH008868,KH0368,2024-09-01 08:33:00,TMĐT - Tiki,NV20,Đã giao
DH009228,KH0314,2024-09-01 09:15:00,TMĐT - Lazada,NV12,Đã giao
DH003785,KH0403,2024-09-01 09:35:00,TMĐT - Tiki,NV25,Đã giao
DH009044,KH0114,2024-09-01 10:06:00,TMĐT - Tiki,NV16,Đã giao
DH003949,KH0146,2024-09-01 10:57:00,TMĐT - Lazada,NV09,Đã giao
DH002640,KH0229,2024-09-01 11:50:00,TMĐT - Tiki,NV06,Đã giao
DH005196,KH0222,2024-09-01 12:36:00,Bán lẻ trực tiếp,NV09,Đã giao
DH003432,KH0211,2024-09-01 15:46:00,TMĐT - Shopee,NV20,Đã giao
DH003149,KH0391,2024-09-01 15:53:00,TMĐT - Shopee,NV25,Đã giao
DH008403,KH0205,2024-09-01 18:46:00,TMĐT - Shopee,NV29,Đã giao
DH007132,KH0056,2024-09-01 21:38:00,TMĐT - Shopee,NV27,Đã giao
DH004834,KH0242,2024-09-01 21:45:00,Bán lẻ trực tiếp,NV01,Đã giao
DH002277,KH0248,2024-09-02 00:03:00,Showroom,NV30,Đã giao
DH007465,KH0314,2024-09-02 01:01:00,Đại lý,NV07,Đã giao
DH007039,KH0252,2024-09-02 02:40:00,Showroom,NV02,Đã giao
DH002067,KH0447,2024-09-02 03:15:00,TMĐT - Tiki,NV20,Trả hàng
DH002100,KH0314,2024-09-02 04:36:00,Đại lý,NV26,Đã giao
DH010924,KH0141,2024-09-02 05:20:00,Bán lẻ trực tiếp,NV23,Đã giao
DH010253,KH0155,2024-09-02 05:32:00,Showroom,NV08,Đã giao
DH005374,KH0070,2024-09-02 05:57:00,Showroom,NV14,Đã giao
DH008703,KH0029,2024-09-02 06:10:00,TMĐT - Lazada,NV20,Đã giao
DH008416,KH0068,2024-09-02 06:19:00,Bán lẻ trực tiếp,NV24,Đã giao
DH008904,KH0031,2024-09-02 09:10:00,Showroom,NV04,Đang xử lý
DH006908,KH0332,2024-09-02 09:20:00,TMĐT - Tiki,NV14,Đã giao
DH003562,KH0262,2024-09-02 10:06:00,Showroom,NV19,Đã giao
DH008055,KH0402,2024-09-02 12:25:00,Đại lý,NV26,Đã giao
DH001577,KH0035,2024-09-02 13:22:00,Đại lý,NV03,Đã giao
DH008344,KH0032,2024-09-02 13:31:00,Đại lý,NV26,Đã giao
DH007503,KH0242,2024-09-02 15:25:00,Bán lẻ trực tiếp,NV30,Đang xử lý
DH007178,KH0242,2024-09-02 16:39:00,Bán lẻ trực tiếp,NV15,Đã giao
DH007587,KH0126,2024-09-02 18:33:00,TMĐT - Shopee,NV10,Đã giao
DH010671,KH0194,2024-09-02 20:01:00,TMĐT - Shopee,NV28,Mới
DH007381,KH0056,2024-09-02 22:15:00,TMĐT - Lazada,NV22,Đã giao
DH011918,KH0367,2024-09-02 23:03:00,TMĐT - Shopee,NV25,Đã giao
DH009897,KH0396,2024-09-02 23:04:00,TMĐT - Lazada,NV05,Đã giao
DH005927,KH0054,2024-09-03 02:16:00,Bán lẻ trực tiếp,NV22,Đã giao
DH006333,KH0391,2024-09-03 04:12:00,Showroom,NV01,Đã giao
DH007977,KH0220,2024-09-03 06:09:00,Bán lẻ trực tiếp,NV07,Đã giao
DH004633,KH0365,2024-09-03 10:35:00,TMĐT - Shopee,NV22,Đã giao
DH004733,KH0442,2024-09-03 10:45:00,Showroom,NV23,Đã hủy
DH007558,KH0056,2024-09-03 10:46:00,Bán lẻ trực tiếp,NV08,Đã giao
DH007124,KH0306,2024-09-03 11:25:00,TMĐT - Shopee,NV09,Đã giao
DH003094,KH0140,2024-09-03 13:38:00,Bán lẻ trực tiếp,NV10,Đã giao
DH007502,KH0386,2024-09-03 16:22:00,TMĐT - Tiki,NV11,Đã giao
DH003501,KH0079,2024-09-03 18:09:00,TMĐT - Tiki,NV27,Đã giao
DH002432,KH0359,2024-09-03 18:45:00,Đại lý,NV23,Đã giao
DH011971,KH0198,2024-09-03 20:51:00,TMĐT - Shopee,NV24,Đã giao
DH011384,KH0365,2024-09-03 21:24:00,TMĐT - Shopee,NV21,Đã giao
DH008859,KH0447,2024-09-03 22:13:00,Đại lý,NV06,Đã giao
DH004032,KH0035,2024-09-03 23:04:00,TMĐT - Shopee,NV25,Mới
DH007758,KH0447,2024-09-03 23:44:00,Đại lý,NV03,Đã giao
DH007327,KH0105,2024-09-04 00:16:00,TMĐT - Shopee,NV24,Đã giao
DH004122,KH0442,2024-09-04 00:22:00,TMĐT - Lazada,NV07,Đã giao
DH001526,KH0227,2024-09-04 00:30:00,TMĐT - Shopee,NV16,Đã giao
DH008689,KH0397,2024-09-04 01:11:00,TMĐT - Lazada,NV15,Đã giao
DH003555,KH0262,2024-09-04 01:23:00,TMĐT - Lazada,NV25,Đã giao
DH003585,KH0070,2024-09-04 02:11:00,TMĐT - Tiki,NV23,Đã giao
DH000561,KH0413,2024-09-04 04:43:00,Showroom,NV22,Đã giao
DH002328,KH0151,2024-09-04 05:14:00,TMĐT - Shopee,NV12,Đã giao
DH001494,KH0393,2024-09-04 08:36:00,TMĐT - Shopee,NV13,Đã giao
DH004238,KH0102,2024-09-04 08:53:00,TMĐT - Shopee,NV23,Đã giao
DH007458,KH0439,2024-09-04 08:58:00,Bán lẻ trực tiếp,NV15,Đang xử lý
DH000233,KH0081,2024-09-04 09:45:00,Bán lẻ trực tiếp,NV16,Đang xử lý
DH010262,KH0183,2024-09-04 10:04:00,TMĐT - Shopee,NV29,Đã giao
DH009582,KH0127,2024-09-04 10:34:00,Bán lẻ trực tiếp,NV28,Đã giao
DH008258,KH0070,2024-09-04 14:29:00,TMĐT - Tiki,NV03,Đã giao
DH011901,KH0446,2024-09-04 15:35:00,TMĐT - Tiki,NV21,Đã giao
DH009707,KH0081,2024-09-04 17:15:00,TMĐT - Lazada,NV17,Đang xử lý
DH007759,KH0151,2024-09-04 21:57:00,Bán lẻ trực tiếp,NV25,Đã giao
DH000453,KH0402,2024-09-04 22:11:00,Bán lẻ trực tiếp,NV19,Đã hủy
DH011658,KH0053,2024-09-04 23:33:00,TMĐT - Lazada,NV18,Trả hàng
DH009437,KH0132,2024-09-05 04:25:00,TMĐT - Lazada,NV25,Đã hủy
DH001617,KH0446,2024-09-05 04:50:00,TMĐT - Lazada,NV11,Đã giao
DH008507,KH0116,2024-09-05 06:50:00,Đại lý,NV19,Đã giao
DH002705,KH0391,2024-09-05 06:55:00,TMĐT - Lazada,NV23,Mới
DH006468,KH0281,2024-09-05 09:11:00,Showroom,NV10,Đã hủy
DH009380,KH0447,2024-09-05 09:15:00,TMĐT - Tiki,NV12,Đã giao
DH007823,KH0231,2024-09-05 11:06:00,Showroom,NV27,Đã giao
DH002449,KH0122,2024-09-05 12:46:00,TMĐT - Tiki,NV18,Đã hủy
DH002265,KH0327,2024-09-05 13:01:00,Đại lý,NV25,Đang xử lý
DH008334,KH0219,2024-09-05 15:26:00,Bán lẻ trực tiếp,NV27,Đã giao
DH007482,KH0391,2024-09-05 16:49:00,TMĐT - Shopee,NV14,Đã giao
DH007118,KH0432,2024-09-05 17:03:00,Showroom,NV25,Mới
DH004062,KH0035,2024-09-05 17:22:00,Bán lẻ trực tiếp,NV12,Mới
DH003878,KH0304,2024-09-05 19:18:00,TMĐT - Tiki,NV08,Đã giao
DH000725,KH0157,2024-09-05 22:54:00,Đại lý,NV03,Đã giao
DH007375,KH0227,2024-09-05 23:18:00,Showroom,NV01,Đã giao
DH005609,KH0394,2024-09-05 23:41:00,Showroom,NV21,Đã giao
DH006806,KH0243,2024-09-06 05:07:00,TMĐT - Shopee,NV12,Đã giao
DH003464,KH0288,2024-09-06 06:28:00,Bán lẻ trực tiếp,NV23,Trả hàng
DH006932,KH0079,2024-09-06 07:11:00,Đại lý,NV30,Đang xử lý
DH003196,KH0171,2024-09-06 08:49:00,TMĐT - Lazada,NV27,Mới
DH006395,KH0063,2024-09-06 14:04:00,TMĐT - Tiki,NV23,Đã hủy
DH006808,KH0004,2024-09-06 14:27:00,TMĐT - Lazada,NV24,Đã giao
DH009586,KH0003,2024-09-06 21:07:00,TMĐT - Lazada,NV26,Đã giao
DH011858,KH0002,2024-09-06 22:14:00,TMĐT - Shopee,NV30,Đang xử lý
DH000295,KH0141,2024-09-06 22:58:00,Đại lý,NV03,Đã giao
DH003054,KH0087,2024-09-07 01:51:00,Bán lẻ trực tiếp,NV02,Đã giao
DH005685,KH0428,2024-09-07 02:21:00,TMĐT - Tiki,NV23,Đã giao
DH001833,KH0262,2024-09-07 04:24:00,TMĐT - Lazada,NV22,Đã giao
DH004843,KH0404,2024-09-07 04:34:00,Đại lý,NV21,Đã giao
DH008269,KH0192,2024-09-07 04:43:00,Bán lẻ trực tiếp,NV14,Đã hủy
DH003395,KH0402,2024-09-07 05:53:00,Showroom,NV12,Đã giao
DH006081,KH0140,2024-09-07 06:12:00,Đại lý,NV10,Mới
DH008995,KH0150,2024-09-07 07:12:00,TMĐT - Shopee,NV02,Đã giao
DH004908,KH0447,2024-09-07 08:01:00,TMĐT - Lazada,NV12,Đã giao
DH010289,KH0262,2024-09-07 09:11:00,TMĐT - Tiki,NV28,Đã giao
DH000001,KH0076,2024-09-07 15:25:00,Showroom,NV29,Mới
DH006865,KH0392,2024-09-07 17:34:00,TMĐT - Tiki,NV25,Đã giao
DH003400,KH0396,2024-09-07 17:46:00,TMĐT - Lazada,NV27,Đã giao
DH003488,KH0396,2024-09-07 22:06:00,TMĐT - Lazada,NV28,Đã giao
DH002801,KH0009,2024-09-08 02:16:00,TMĐT - Lazada,NV25,Đã giao
DH002847,KH0044,2024-09-08 02:34:00,TMĐT - Lazada,NV30,Đã giao
DH000612,KH0325,2024-09-08 02:35:00,Đại lý,NV26,Đã giao
DH003813,KH0259,2024-09-08 04:39:00,TMĐT - Shopee,NV27,Đã giao
DH008121,KH0413,2024-09-08 10:00:00,Bán lẻ trực tiếp,NV23,Mới
DH011077,KH0002,2024-09-08 15:26:00,TMĐT - Tiki,NV26,Đã giao
DH003078,KH0199,2024-09-08 16:59:00,Đại lý,NV29,Đã giao
DH008818,KH0087,2024-09-08 18:23:00,TMĐT - Lazada,NV08,Đã giao
DH005711,KH0271,2024-09-08 19:08:00,Showroom,NV07,Đang xử lý
DH006144,KH0384,2024-09-08 20:22:00,Đại lý,NV20,Đã giao
DH009960,KH0249,2024-09-08 20:49:00,TMĐT - Lazada,NV28,Đã giao
DH006397,KH0012,2024-09-08 21:57:00,TMĐT - Tiki,NV30,Đang xử lý
DH005861,KH0261,2024-09-08 23:06:00,Đại lý,NV15,Đã giao
DH010781,KH0077,2024-09-08 23:20:00,TMĐT - Tiki,NV19,Đã giao
DH007770,KH0200,2024-09-08 23:37:00,Đại lý,NV15,Đã giao
DH010641,KH0053,2024-09-09 00:58:00,TMĐT - Tiki,NV02,Đã giao
DH006578,KH0402,2024-09-09 01:01:00,Showroom,NV01,Đã giao
DH005289,KH0367,2024-09-09 01:01:00,Bán lẻ trực tiếp,NV16,Đã giao
DH006534,KH0053,2024-09-09 02:31:00,Showroom,NV17,Đã hủy
DH000470,KH0266,2024-09-09 03:02:00,TMĐT - Tiki,NV10,Đã giao
DH008722,KH0448,2024-09-09 03:37:00,Đại lý,NV30,Đã giao
DH001815,KH0229,2024-09-09 03:38:00,TMĐT - Shopee,NV22,Đã giao
DH007023,KH0128,2024-09-09 05:10:00,TMĐT - Lazada,NV21,Đã giao
DH004794,KH0155,2024-09-09 06:45:00,TMĐT - Tiki,NV04,Đã giao
DH006888,KH0246,2024-09-09 08:16:00,TMĐT - Tiki,NV17,Đang xử lý
DH000134,KH0273,2024-09-09 10:44:00,Showroom,NV06,Trả hàng
DH007176,KH0275,2024-09-09 11:08:00,TMĐT - Shopee,NV04,Đang xử lý
DH005201,KH0105,2024-09-09 11:14:00,TMĐT - Lazada,NV26,Đã giao
DH007521,KH0406,2024-09-09 12:30:00,Đại lý,NV10,Đã giao
DH006035,KH0227,2024-09-09 12:34:00,Đại lý,NV09,Trả hàng
DH003687,KH0113,2024-09-09 13:11:00,Showroom,NV15,Đã giao
DH001863,KH0141,2024-09-09 15:05:00,Showroom,NV01,Đã giao
DH003944,KH0053,2024-09-09 17:15:00,TMĐT - Lazada,NV25,Đã giao
DH007520,KH0179,2024-09-09 17:55:00,TMĐT - Lazada,NV25,Đã giao
DH008338,KH0262,2024-09-09 21:17:00,Bán lẻ trực tiếp,NV29,Đã giao
DH006603,KH0297,2024-09-10 01:31:00,Đại lý,NV14,Đã giao
DH004091,KH0241,2024-09-10 02:27:00,TMĐT - Shopee,NV08,Đã giao
DH007872,KH0314,2024-09-10 03:04:00,Đại lý,NV03,Đang xử lý
DH011951,KH0352,2024-09-10 03:50:00,Showroom,NV08,Đã giao
DH005627,KH0166,2024-09-10 08:11:00,TMĐT - Shopee,NV13,Đã giao
DH008152,KH0447,2024-09-10 08:30:00,Bán lẻ trực tiếp,NV23,Đang xử lý
DH009504,KH0120,2024-09-10 09:17:00,Bán lẻ trực tiếp,NV30,Đã giao
DH002409,KH0070,2024-09-10 11:56:00,Showroom,NV19,Đã giao
DH008216,KH0316,2024-09-10 12:17:00,TMĐT - Shopee,NV12,Đã giao
DH005543,KH0197,2024-09-10 13:01:00,TMĐT - Lazada,NV05,Đã giao
DH001598,KH0325,2024-09-10 14:12:00,Đại lý,NV14,Đã giao
DH007720,KH0048,2024-09-10 14:18:00,TMĐT - Tiki,NV03,Đang xử lý
DH000307,KH0267,2024-09-10 17:29:00,TMĐT - Tiki,NV07,Đang xử lý
DH004140,KH0400,2024-09-10 19:06:00,Showroom,NV23,Trả hàng
DH006683,KH0243,2024-09-10 19:24:00,TMĐT - Shopee,NV08,Đã giao
DH010045,KH0446,2024-09-10 19:57:00,Showroom,NV23,Mới
DH011298,KH0051,2024-09-10 20:09:00,TMĐT - Shopee,NV09,Đã hủy
DH008432,KH0382,2024-09-11 00:03:00,TMĐT - Tiki,NV16,Đã giao
DH011682,KH0397,2024-09-11 01:16:00,TMĐT - Shopee,NV29,Đã giao
DH002341,KH0257,2024-09-11 01:40:00,Bán lẻ trực tiếp,NV25,Đã giao
DH011956,KH0119,2024-09-11 04:03:00,TMĐT - Tiki,NV09,Đang xử lý
DH005736,KH0412,2024-09-11 08:38:00,Đại lý,NV19,Đang xử lý
DH006388,KH0122,2024-09-11 08:55:00,TMĐT - Shopee,NV29,Đã giao
DH006508,KH0367,2024-09-11 08:55:00,TMĐT - Tiki,NV24,Đã giao
DH008841,KH0257,2024-09-11 09:14:00,Bán lẻ trực tiếp,NV01,Đã giao
DH001263,KH0262,2024-09-11 11:49:00,Đại lý,NV29,Đang xử lý
DH011614,KH0204,2024-09-11 13:17:00,TMĐT - Tiki,NV19,Đang xử lý
DH003290,KH0017,2024-09-11 14:11:00,Đại lý,NV28,Đã giao
DH011164,KH0428,2024-09-11 15:56:00,TMĐT - Shopee,NV26,Mới
DH000385,KH0448,2024-09-11 17:49:00,Showroom,NV30,Đã hủy
DH005405,KH0151,2024-09-11 18:15:00,Đại lý,NV24,Đã giao
DH007183,KH0381,2024-09-11 19:39:00,Đại lý,NV15,Đã giao
DH010835,KH0257,2024-09-11 20:43:00,TMĐT - Tiki,NV20,Đang xử lý
DH007595,KH0391,2024-09-11 22:36:00,Bán lẻ trực tiếp,NV07,Đã giao
DH002196,KH0262,2024-09-12 04:32:00,TMĐT - Shopee,NV20,Đã giao
DH003229,KH0253,2024-09-12 06:24:00,Bán lẻ trực tiếp,NV17,Đã giao
DH008428,KH0044,2024-09-12 06:26:00,Đại lý,NV28,Đã giao
DH010606,KH0142,2024-09-12 07:40:00,TMĐT - Tiki,NV13,Đang xử lý
DH001331,KH0133,2024-09-12 08:40:00,Showroom,NV18,Đang xử lý
DH007833,KH0140,2024-09-12 09:09:00,Bán lẻ trực tiếp,NV04,Đã giao
DH003522,KH0406,2024-09-12 09:53:00,Showroom,NV06,Đã giao
DH000486,KH0363,2024-09-12 10:43:00,Showroom,NV09,Đã hủy
DH002042,KH0248,2024-09-12 12:25:00,TMĐT - Tiki,NV26,Đã hủy
DH000958,KH0250,2024-09-12 14:09:00,TMĐT - Tiki,NV06,Đã giao
DH006326,KH0262,2024-09-12 16:47:00,Showroom,NV11,Đã giao
DH011539,KH0168,2024-09-12 16:49:00,Bán lẻ trực tiếp,NV06,Đã giao
DH007794,KH0389,2024-09-12 20:34:00,TMĐT - Tiki,NV11,Đã giao
DH002670,KH0306,2024-09-13 00:47:00,TMĐT - Shopee,NV28,Đã giao
DH009536,KH0102,2024-09-13 01:41:00,Bán lẻ trực tiếp,NV13,Đã giao
DH010395,KH0012,2024-09-13 03:10:00,Showroom,NV21,Đang xử lý
DH009031,KH0374,2024-09-13 03:57:00,TMĐT - Tiki,NV20,Đã giao
DH006691,KH0325,2024-09-13 04:10:00,TMĐT - Lazada,NV14,Đã hủy
DH007022,KH0409,2024-09-13 04:27:00,Đại lý,NV11,Đã giao
DH000721,KH0117,2024-09-13 06:31:00,TMĐT - Lazada,NV16,Đã giao
DH002692,KH0137,2024-09-13 10:40:00,TMĐT - Lazada,NV16,Đang xử lý
DH010752,KH0130,2024-09-13 11:10:00,Showroom,NV26,Đã giao
DH008010,KH0070,2024-09-13 12:23:00,Showroom,NV18,Đã giao
DH009732,KH0140,2024-09-13 14:24:00,TMĐT - Lazada,NV18,Mới
DH008444,KH0229,2024-09-13 15:09:00,TMĐT - Tiki,NV04,Trả hàng
DH001824,KH0189,2024-09-13 16:40:00,TMĐT - Tiki,NV16,Đã giao
DH003080,KH0412,2024-09-13 19:03:00,TMĐT - Lazada,NV02,Đã giao
DH001731,KH0159,2024-09-13 19:51:00,Đại lý,NV30,Đã giao
DH010240,KH0116,2024-09-13 20:33:00,Showroom,NV18,Đang xử lý
DH009553,KH0446,2024-09-13 21:17:00,Bán lẻ trực tiếp,NV11,Đã giao
DH001817,KH0241,2024-09-13 21:59:00,TMĐT - Shopee,NV26,Đã hủy
DH009508,KH0212,2024-09-14 00:28:00,TMĐT - Lazada,NV02,Đã giao
DH005431,KH0170,2024-09-14 01:49:00,TMĐT - Shopee,NV28,Đã giao
DH003038,KH0140,2024-09-14 02:03:00,TMĐT - Tiki,NV27,Đã giao
DH011529,KH0141,2024-09-14 03:51:00,Bán lẻ trực tiếp,NV05,Đang xử lý
DH008491,KH0420,2024-09-14 04:13:00,TMĐT - Tiki,NV12,Đã giao
