MaChiTiet,MaDonHang,MaSanPham,SoLuong,GiaBanThucTe,ChietKhau
CT0000517,DH004907,SP0029,107,281000.0,0.0
CT0000518,DH004907,SP0126,132,127000.0,0.0
CT0000519,DH004907,SP0016,219,978000.0,0.15
CT0000520,DH010131,SP0049,6,203000.0,0.15
CT0000521,DH010701,SP0116,97,714000.0,0.1
CT0000522,DH010701,SP0108,66,172000.0,0.1
CT0000523,DH010701,SP0048,138,54000.0,0.0
CT0000524,DH003334,SP0126,223,127000.0,0.0
CT0000525,DH003334,SP0095,74,117000.0,0.05
CT0000526,DH003334,SP0069,113,82000.0,0.05
CT0000527,DH009452,SP0010,191,1008000.0,0.0
CT0000528,DH009452,SP0090,164,855000.0,0.0
CT0000529,DH009452,SP0198,207,23000.0,0.0
CT0000530,DH009452,SP0141,104,103000.0,0.1
CT0000531,DH009452,SP0069,240,82000.0,0.05
CT0000532,DH009452,SP0142,208,595000.0,0.15
CT0000533,DH009452,SP0043,281,252000.0,0.0
CT0000534,DH010455,SP9003,9,282000.0,0.0
CT0000535,DH006259,SP0109,6,833100.0,0.05
CT0000536,DH006259,SP0167,2,31800.0,0.0
CT0000537,DH006259,SP0170,1,304100.0,0.05
CT0000538,DH008988,SP0099,8,254000.0,0.05
CT0000539,DH008988,SP0072,7,719000.0,0.0
CT0000540,DH000335,,7,174000.0,0.05
CT0000541,DH000335,SP0210,3,25000.0,0.0
CT0000542,DH004551,SP0143,74,195100.0,0.15
CT0000543,DH004551,SP0067,224,13100.0,0.0
CT0000544,DH004551,SP0091,216,52500.0,0.0
CT0000545,DH002239,SP0204,10,1413000.0,0.1
CT0000546,DH000320,SP0040,1,258000.0,0.1
CT0000547,DH000320,SP0092,10,41000.0,0.0
CT0000548,DH000320,SP0120,10,174000.0,0.05
CT0000549,DH000145,SP0003,138,59000.0,0.15
CT0000550,DH000145,SP0037,155,202000.0,0.0
CT0000551,DH000145,SP0134,131,197000.0,0.0
CT0000552,DH001461,SP0174,52,855000.0,0.0
CT0000553,DH001461,SP0220,97,54000.0,0.15
CT0000554,DH001461,SP0040,272,258000.0,0.15
CT0000555,DH001461,SP0083,188,60000.0,0.05
CT0000556,DH001461,SP0175,136,26000.0,0.1
CT0000557,DH001461,SP0086,80,229000.0,0.1
CT0000558,DH001461,SP0037,282,202000.0,0.0
CT0000559,DH004951,SP0203,1,1183000.0,0.0
CT0000560,DH004951,SP0219,3,82000.0,0.1
CT0000561,DH004951,SP0136,4,1019000.0,0.1
CT0000562,DH004188,SP0218,7,193000.0,0.0
CT0000563,DH004272,SP0111,8,52000.0,0.0
CT0000564,DH006211,SP0188,9,191000.0,0.0
CT0000565,DH008668,SP0059,9,782000.0,0.1
CT0000566,DH003720,SP0005,8,274000.0,0.15
CT0000567,DH003720,SP0027,9,93000.0,0.05
CT0000568,DH002879,SP0152,2,231000.0,0.1
CT0000569,DH002879,SP0037,2,202000.0,0.15
CT0000570,DH009638,SP0085,1,135000.0,0.05
CT0000571,DH007187,SP0149,8,1399000.0,0.0
CT0000572,DH007307,SP0091,5,59000.0,0.0
CT0000573,DH007307,SP0125,5,289000.0,0.0
CT0000574,DH007307,SP0076,8,112000.0,0.1
CT0000575,DH003012,SP0080,5,203000.0,0.1
CT0000576,DH005072,SP0205,128,538500.0,0.0
CT0000577,DH005072,SP0112,91,207100.0,0.15
CT0000578,DH005072,SP0121,329,243800.0,0.15
CT0000579,DH005072,SP0054,131,155000.0,0.15
CT0000580,DH005072,SP0142,255,510500.0,0.0
CT0000581,DH005072,SP0165,155,23300.0,0.05
CT0000582,DH009127,SP0156,12,138000.0,0.05
CT0000583,DH009127,SP0081,10,40000.0,0.0
CT0000584,DH006075,SP0097,171,112000.0,0.0
CT0000585,DH006075,SP0047,92,194000.0,0.0
CT0000586,DH006075,SP0189,336,164000.0,0.0
CT0000587,DH006075,SP0105,201,219000.0,0.0
CT0000588,DH006075,SP0059,98,782000.0,0.15
CT0000589,DH006075,SP0043,270,252000.0,0.15
CT0000590,DH006075,,207,293000.0,0.0
CT0000591,DH010359,SP0171,7,29200.0,0.05
CT0000592,DH010359,SP0011,6,33500.0,0.15
CT0000593,DH010359,SP0084,2,144000.0,0.0
CT0000594,DH001142,SP0176,4,172000.0,0.0
CT0000595,DH006654,SP0006,8,1160000.0,0.05
CT0000596,DH002851,SP0167,163,38000.0,0.05
CT0000597,DH002851,SP0220,257,54000.0,0.15
CT0000598,DH002851,SP0060,190,26000.0,0.0
CT0000599,DH002851,SP0039,214,19000.0,0.15
CT0000600,DH002851,,241,47000.0,0.05
CT0000601,DH002851,SP0200,58,523000.0,0.0
CT0000602,DH002851,SP0130,257,331000.0,0.15
CT0000603,DH008718,SP0023,136,215000.0,0.0
CT0000604,DH008718,SP0150,271,228000.0,0.0
CT0000605,DH008718,SP0027,183,93000.0,0.15
CT0000606,DH008718,SP0121,128,228000.0,0.05
CT0000607,DH008718,SP0203,114,1183000.0,0.15
CT0000608,DH008718,SP0002,219,33000.0,0.0
CT0000609,DH008718,SP0041,168,1377000.0,0.0
CT0000610,DH008718,SP0175,186,26000.0,0.0
CT0000611,DH006768,SP0056,2,56000.0,0.1
CT0000612,DH008745,SP0050,270,786000.0,0.15
CT0000613,DH008745,SP0074,173,1255000.0,0.15
CT0000614,DH008745,SP0020,80,125000.0,0.05
CT0000615,DH008745,SP0049,277,237000.0,0.1
CT0000616,DH008745,SP0089,99,207000.0,0.05
CT0000617,DH007903,SP0017,2,50000.0,0.15
CT0000618,DH007342,SP0119,3,236900.0,0.0
CT0000619,DH007342,SP0098,9,128400.0,0.0
CT0000620,DH002998,SP0119,124,285000.0,0.15
CT0000621,DH002998,SP0138,138,31000.0,0.0
CT0000622,DH002998,SP0124,80,96000.0,0.0
CT0000623,DH002998,SP0203,261,1183000.0,0.0
CT0000624,DH002998,SP0193,331,150000.0,0.0
CT0000625,DH010861,SP0079,249,27000.0,0.05
CT0000626,DH010861,SP0116,181,714000.0,0.1
CT0000627,DH010861,SP0050,133,786000.0,0.1
CT0000628,DH010861,SP0017,95,50000.0,0.05
CT0000629,DH010861,SP0167,153,38000.0,0.0
CT0000630,DH010861,SP0026,197,118000.0,0.15
CT0000631,DH004430,SP0005,218,274000.0,0.0
CT0000632,DH004430,SP0004,70,224000.0,0.0
CT0000633,DH004430,SP0140,145,295000.0,0.1
CT0000634,DH004430,SP0166,220,396000.0,0.0
CT0000635,DH004430,SP0134,197,197000.0,0.1
CT0000636,DH004430,SP0155,238,300000.0,0.0
CT0000637,DH004430,SP0069,153,82000.0,0.0
CT0000638,DH004430,SP0058,280,41000.0,0.05
CT0000639,DH005172,SP0133,319,255000.0,0.15
CT0000640,DH005172,SP0136,252,1019000.0,0.0
CT0000641,DH005172,SP0013,321,136000.0,0.0
CT0000642,DH010811,SP0176,3,172000.0,0.0
CT0000643,DH010811,SP0159,5,755000.0,0.05
CT0000644,DH010811,SP0010,3,1008000.0,0.1
CT0000645,DH003013,SP0201,2,967000.0,0.05
CT0000646,DH003013,SP0044,4,1422000.0,0.0
CT0000647,DH003013,SP0111,7,52000.0,0.0
CT0000648,DH008244,SP0118,80,204900.0,0.0
CT0000649,DH008244,SP0056,194,43500.0,0.0
CT0000650,DH008244,SP0196,226,160700.0,0.0
CT0000651,DH008244,SP0207,182,24500.0,0.0
CT0000652,DH008244,SP0112,113,201200.0,0.05
CT0000653,DH008244,SP0214,283,56600.0,0.0
CT0000654,DH008244,SP0052,245,33900.0,0.0
CT0000655,DH003671,SP0189,59,164000.0,0.15
CT0000656,DH003671,SP0052,108,37000.0,0.0
CT0000657,DH003671,SP0134,285,197000.0,0.15
CT0000658,DH003671,SP9000,184,47000.0,0.15
CT0000659,DH003671,SP0002,108,33000.0,0.0
CT0000660,DH003671,SP0079,195,27000.0,0.0
CT0000661,DH003671,SP0087,217,231000.0,0.0
CT0000662,DH002090,SP0074,7,1286000.0,0.0
CT0000663,DH002090,SP0126,10,141400.0,0.0
CT0000664,DH000308,SP0123,8,292000.0,0.1
CT0000665,DH000308,SP0051,2,333000.0,0.0
CT0000666,DH000308,SP0144,5,231000.0,0.15
CT0000667,DH003683,SP0167,257,38000.0,0.15
CT0000668,DH003683,SP0034,286,279000.0,0.1
CT0000669,DH003683,SP0179,87,278000.0,0.1
CT0000670,DH003683,SP0042,69,226000.0,0.0
CT0000671,DH003683,SP0163,159,207000.0,0.0
CT0000672,DH003683,SP0125,218,289000.0,0.1
CT0000673,DH009141,SP0094,9,143800.0,0.1
CT0000674,DH011960,SP0009,151,459600.0,0.05
CT0000675,DH011960,SP0045,76,245800.0,0.05
CT0000676,DH011960,SP0023,72,231900.0,0.15
CT0000677,DH011960,SP0052,111,31000.0,0.0
CT0000678,DH001358,SP0080,9,203000.0,0.1
CT0000679,DH001358,SP0019,9,197000.0,0.05
CT0000680,DH001358,SP0186,1,1126000.0,0.0
CT0000681,DH006788,SP0127,283,37000.0,0.15
CT0000682,DH006788,SP0080,259,203000.0,0.0
CT0000683,DH006788,SP0154,185,31000.0,0.1
CT0000684,DH006788,SP0004,78,224000.0,0.0
CT0000685,DH006788,SP0121,156,228000.0,0.15
CT0000686,DH006788,,57,1377000.0,0.0
CT0000687,DH006788,,200,265000.0,0.0
CT0000688,DH001348,SP0124,2,96000.0,0.0
CT0000689,DH001348,SP0138,9,31000.0,0.1
CT0000690,DH000081,SP0063,5,108000.0,0.1
CT0000691,DH000081,,10,109000.0,0.0
CT0000692,DH000081,SP0157,10,340000.0,0.0
CT0000693,DH007760,SP0199,297,165000.0,0.0
CT0000694,DH007760,SP0143,289,174000.0,0.05
CT0000695,DH007760,,215,258000.0,0.1
CT0000696,DH009898,,7,900000.0,0.1
CT0000697,DH001294,SP0064,285,216000.0,0.05
CT0000698,DH001294,SP0152,201,231000.0,0.1
CT0000699,DH001294,SP0082,236,1015000.0,0.0
CT0000700,DH001294,,129,108000.0,0.0
CT0000701,DH001294,SP0212,60,306000.0,0.05
CT0000702,DH007103,SP0162,179,196000.0,0.0
CT0000703,DH007103,SP0077,270,195000.0,0.15
CT0000704,DH007103,SP0209,82,146000.0,0.0
CT0000705,DH007103,SP0131,160,38000.0,0.15
CT0000706,DH000456,,1,23000.0,0.15
CT0000707,DH009014,SP0128,1,263000.0,0.0
CT0000708,DH009014,SP0142,10,595000.0,0.0
CT0000709,DH001112,SP0126,267,127000.0,0.0
CT0000710,DH001112,SP0010,193,1008000.0,0.0
CT0000711,DH001112,SP0022,115,1403000.0,0.0
CT0000712,DH001112,SP0071,162,900000.0,0.0
CT0000713,DH001112,SP0181,277,852000.0,0.0
CT0000714,DH001112,SP0020,59,125000.0,0.1
CT0000715,DH005292,SP0194,7,188000.0,0.0
CT0000716,DH001652,SP0141,153,103000.0,0.0
CT0000717,DH001652,SP0115,104,27000.0,0.05
CT0000718,DH001652,SP0079,189,27000.0,0.15
CT0000719,DH001652,SP0129,344,269000.0,0.1
CT0000720,DH001652,SP0085,158,135000.0,0.15
CT0000721,DH010699,SP0123,5,292000.0,0.0
CT0000722,DH010783,SP0118,113,242000.0,0.1
CT0000723,DH010783,SP0105,315,219000.0,0.15
CT0000724,DH010783,SP0007,259,262000.0,0.0
CT0000725,DH010783,SP0181,213,852000.0,0.0
CT0000726,DH010783,SP0107,230,315000.0,0.0
CT0000727,DH010783,SP0195,154,282000.0,0.1
CT0000728,DH001132,SP0150,69,253600.0,0.15
CT0000729,DH001132,SP0013,178,104200.0,0.1
CT0000730,DH001132,SP0110,190,42500.0,0.0
CT0000731,DH001132,SP0093,214,961800.0,0.0
CT0000732,DH001132,SP0198,295,24900.0,0.05
CT0000733,DH001132,SP0122,176,138500.0,0.15
CT0000734,DH001132,SP0075,129,187500.0,0.15
CT0000735,DH003331,SP0122,179,150000.0,0.0
CT0000736,DH003331,SP0190,281,39000.0,0.1
CT0000737,DH003331,SP0214,119,50000.0,0.0
CT0000738,DH003331,SP0096,106,54000.0,0.0
CT0000739,DH009870,SP0116,194,609700.0,0.0
CT0000740,DH009870,SP0124,226,73800.0,0.1
CT0000741,DH009870,SP0183,138,129800.0,0.0
CT0000742,DH009870,SP0127,179,34100.0,0.0
CT0000743,DH009870,SP0135,155,858700.0,0.0
CT0000744,DH009870,SP0093,187,1083400.0,0.15
CT0000745,DH000916,SP0179,6,278000.0,0.0
CT0000746,DH000916,SP0050,9,786000.0,0.1
CT0000747,DH000916,SP0113,3,216000.0,0.0
CT0000748,DH000624,SP0097,3,112000.0,0.0
CT0000749,DH000624,SP0010,5,1008000.0,0.0
CT0000750,DH000624,SP0073,1,135000.0,0.0
CT0000751,DH008540,SP0214,65,50000.0,0.0
CT0000752,DH008540,SP0217,92,291000.0,0.05
CT0000753,DH008540,SP0100,296,289000.0,0.1
CT0000754,DH008540,SP0128,94,263000.0,0.1
CT0000755,DH008540,SP0164,135,879000.0,0.1
CT0000756,DH002210,SP0140,2,295000.0,0.15
CT0000757,DH002210,SP0019,1,197000.0,0.0
CT0000758,DH002210,SP0102,8,885000.0,0.15
CT0000759,DH003620,SP0054,3,175000.0,0.1
CT0000760,DH003620,SP0196,5,172000.0,0.0
CT0000761,DH003221,SP0214,9,50000.0,0.15
CT0000762,DH005097,SP0078,5,213000.0,0.05
CT0000763,DH010089,SP0024,320,104000.0,0.1
CT0000764,DH010089,SP0161,334,127000.0,0.0
CT0000765,DH010089,SP0041,181,1377000.0,0.15
CT0000766,DH010089,SP0112,168,189000.0,0.0
CT0000767,DH010089,SP0157,131,340000.0,0.0
CT0000768,DH010869,SP0135,7,1123000.0,0.0
CT0000769,DH009332,SP0212,241,306000.0,0.1
CT0000770,DH009332,SP0152,102,231000.0,0.1
CT0000771,DH009332,SP0119,290,285000.0,0.0
CT0000772,DH009332,SP0001,223,38000.0,0.0
CT0000773,DH009332,SP0127,110,37000.0,0.0
CT0000774,DH009332,SP0218,240,193000.0,0.0
CT0000775,DH009332,SP0186,58,1126000.0,0.0
CT0000776,DH007508,SP0121,12,228000.0,0.0
CT0000777,DH007508,SP0204,3,1413000.0,0.0
CT0000778,DH007508,SP0094,1,187000.0,0.0
CT0000779,DH001238,SP0096,6,54000.0,0.0
CT0000780,DH001238,SP0115,6,27000.0,0.05
CT0000781,DH000703,SP0134,5,197000.0,0.15
CT0000782,DH000703,SP0097,3,112000.0,0.1
CT0000783,DH008851,SP0003,176,59000.0,0.15
CT0000784,DH008851,SP0176,241,172000.0,0.0
CT0000785,DH008851,SP0171,250,26000.0,0.0
CT0000786,DH003695,SP0016,6,918000.0,0.05
CT0000787,DH003695,SP0087,4,259900.0,0.1
CT0000788,DH004182,SP0161,6,127000.0,0.0
CT0000789,DH004182,SP0196,1,172000.0,0.1
CT0000790,DH004182,SP0215,7,112000.0,0.0
CT0000791,DH003332,SP0192,261,579000.0,0.0
CT0000792,DH003332,SP0111,154,52000.0,0.15
CT0000793,DH003332,SP0098,310,138000.0,0.0
CT0000794,DH007668,SP0088,227,128000.0,0.0
CT0000795,DH007668,SP0050,125,786000.0,0.0
CT0000796,DH007668,SP0021,227,46000.0,0.0
CT0000797,DH007668,SP0113,168,216000.0,0.1
CT0000798,DH007668,SP0097,168,112000.0,0.15
CT0000799,DH007668,SP0104,201,1251000.0,0.0
CT0000800,DH007668,SP0006,180,1160000.0,0.0
CT0000801,DH007668,SP0206,125,48000.0,0.0
CT0000802,DH006345,SP0195,271,282000.0,0.1
CT0000803,DH006345,SP0177,299,289000.0,0.05
CT0000804,DH006345,SP0210,134,25000.0,0.05
CT0000805,DH006345,SP0100,155,289000.0,0.0
CT0000806,DH009137,SP0101,98,375000.0,0.0
CT0000807,DH009137,SP0202,248,478000.0,0.0
CT0000808,DH009137,SP0005,179,274000.0,0.0
CT0000809,DH009137,SP0099,167,254000.0,0.0
CT0000810,DH009137,SP0143,126,174000.0,0.1
CT0000811,DH002601,SP0041,5,1377000.0,0.1
CT0000812,DH002601,SP0209,12,146000.0,0.05
CT0000813,DH002601,,12,196000.0,0.05
CT0000814,DH008916,SP0186,289,1126000.0,0.15
CT0000815,DH008916,SP0013,297,136000.0,0.15
CT0000816,DH008916,SP0140,91,295000.0,0.1
CT0000817,DH008916,SP0181,169,852000.0,0.0
CT0000818,DH008916,SP0201,182,967000.0,0.1
CT0000819,DH008916,SP0219,59,82000.0,0.0
CT0000820,DH008573,SP0075,1,176000.0,0.0
CT0000821,DH010069,SP0058,76,41000.0,0.0
CT0000822,DH010069,SP0079,255,27000.0,0.15
CT0000823,DH010069,SP0135,149,1123000.0,0.0
CT0000824,DH010069,SP0114,324,109000.0,0.1
CT0000825,DH010069,,275,15000.0,0.0
CT0000826,DH010069,SP0086,271,229000.0,0.05
CT0000827,DH002012,SP0015,10,119000.0,0.0
CT0000828,DH002012,SP0043,1,252000.0,0.1
CT0000829,DH002012,SP0041,5,1377000.0,0.0
CT0000830,DH000597,,252,1084500.0,0.0
CT0000831,DH000597,SP0176,120,154900.0,0.15
CT0000832,DH000597,SP0042,132,208500.0,0.0
CT0000833,DH000597,SP0022,262,1437900.0,0.05
CT0000834,DH000687,SP0157,1,340000.0,0.05
CT0000835,DH000687,SP0153,3,212000.0,0.0
CT0000836,DH000687,SP0008,7,1434000.0,0.05
CT0000837,DH009182,SP0125,290,318000.0,0.05
CT0000838,DH009182,SP0034,160,219100.0,0.05
CT0000839,DH009182,SP0064,312,168100.0,0.1
CT0000840,DH009182,SP0015,299,111700.0,0.0
CT0000841,DH009182,SP0098,187,110100.0,0.15
CT0000842,DH009182,SP0165,68,27000.0,0.15
CT0000843,DH009182,SP0054,224,153800.0,0.0
CT0000844,DH000117,SP0202,75,478000.0,0.0
CT0000845,DH000117,SP0014,152,763000.0,0.05
CT0000846,DH000117,SP0073,166,135000.0,0.05
CT0000847,DH000743,SP0125,227,260100.0,0.15
CT0000848,DH000743,SP0156,116,158500.0,0.15
CT0000849,DH000743,SP0093,82,1274600.0,0.15
CT0000850,DH000743,SP0206,293,41400.0,0.0
CT0000851,DH000743,SP0149,119,1297100.0,0.1
CT0000852,DH000743,SP0169,148,853200.0,0.05
CT0000853,DH002430,SP0120,2,179800.0,0.1
CT0000854,DH007047,SP0121,92,202800.0,0.0
CT0000855,DH007047,SP0081,57,37300.0,0.1
CT0000856,DH007047,SP0085,128,108400.0,0.0
CT0000857,DH007047,SP0200,117,492000.0,0.15
CT0000858,DH007047,SP0116,56,677000.0,0.0
CT0000859,DH007047,SP0150,187,241100.0,0.15
CT0000860,DH003434,SP0177,4,289000.0,0.1
CT0000861,DH003434,SP0072,9,719000.0,0.0
CT0000862,DH003434,SP0077,7,195000.0,0.1
CT0000863,DH003643,SP0104,5,1251000.0,0.0
CT0000864,DH003643,SP0147,5,93000.0,0.15
CT0000865,DH004057,SP0100,183,289000.0,0.1
CT0000866,DH004057,SP0125,204,289000.0,0.1
CT0000867,DH004057,SP0070,172,200000.0,0.1
CT0000868,DH004057,SP0197,273,943000.0,0.0
CT0000869,DH004057,SP0140,209,295000.0,0.05
CT0000870,DH004057,SP0134,209,197000.0,0.05
CT0000871,DH001502,SP0145,2,189000.0,0.0
CT0000872,DH009404,SP0139,4,257000.0,0.0
CT0000873,DH007725,SP0010,10,910200.0,0.0
CT0000874,DH007725,SP0191,10,41500.0,0.0
CT0000875,DH007725,SP0186,5,1194900.0,0.0
CT0000876,DH006597,SP0120,3,174000.0,0.05
CT0000877,DH006597,SP0072,1,719000.0,0.05
CT0000878,DH004758,SP0093,5,951200.0,0.0
CT0000879,DH002093,,8,1126000.0,0.1
CT0000880,DH002093,SP0039,7,19000.0,0.0
CT0000881,DH009276,SP0155,6,242600.0,0.0
CT0000882,DH004756,SP0212,281,306000.0,0.0
CT0000883,DH004756,SP0167,166,38000.0,0.0
CT0000884,DH004756,SP0042,300,226000.0,0.0
CT0000885,DH004756,SP0141,273,103000.0,0.1
CT0000886,DH004756,SP0122,129,150000.0,0.1
CT0000887,DH004756,SP0071,81,900000.0,0.0
CT0000888,DH011560,SP0205,193,488000.0,0.0
CT0000889,DH011560,SP0002,108,33000.0,0.0
CT0000890,DH011560,SP0062,155,326000.0,0.1
CT0000891,DH011560,SP0115,293,27000.0,0.1
CT0000892,DH011560,SP0140,236,295000.0,0.15
CT0000893,DH011560,SP0044,79,1422000.0,0.15
CT0000894,DH002696,SP0144,167,231000.0,0.1
CT0000895,DH002696,SP0167,176,38000.0,0.05
CT0000896,DH002696,SP0166,167,396000.0,0.0
CT0000897,DH010588,SP0121,240,228000.0,0.0
CT0000898,DH010588,SP0092,264,41000.0,0.1
CT0000899,DH010588,SP0008,210,1434000.0,0.0
CT0000900,DH010588,SP0028,152,200000.0,0.05
CT0000901,DH010588,SP0049,342,237000.0,0.05
CT0000902,DH010588,SP0148,264,47000.0,0.1
CT0000903,DH010588,SP0168,288,27000.0,0.05
CT0000904,DH010588,SP0173,261,169000.0,0.0
CT0000905,DH009944,SP0208,4,160500.0,0.0
CT0000906,DH009944,SP0101,8,302300.0,0.05
CT0000907,DH009944,SP0209,2,112700.0,0.1
CT0000908,DH004384,SP0047,267,157100.0,0.1
CT0000909,DH004384,SP0105,178,224300.0,0.0
CT0000910,DH004384,SP0188,153,147300.0,0.0
CT0000911,DH004384,SP0113,291,240500.0,0.0
CT0000912,DH004384,SP0189,282,155500.0,0.1
CT0000913,DH004384,SP0196,150,131000.0,0.0
CT0000914,DH006077,SP0031,154,47100.0,0.0
CT0000915,DH006077,SP0062,127,284800.0,0.15
CT0000916,DH006077,SP0003,259,63700.0,0.1
CT0000917,DH006077,SP0051,182,273700.0,0.05
CT0000918,DH006077,SP0037,146,208200.0,0.0
CT0000919,DH006077,SP0191,206,44600.0,0.0
CT0000920,DH006077,SP0205,153,458700.0,0.05
CT0000921,DH008902,SP0208,5,145000.0,0.1
CT0000922,DH008902,SP0212,8,306000.0,0.05
CT0000923,DH002467,SP0200,6,400500.0,0.0
CT0000924,DH006370,SP0077,4,215700.0,0.0
CT0000925,DH006370,SP0069,10,88100.0,0.15
CT0000926,DH008568,,3,1038000.0,0.0
CT0000927,DH008568,SP0027,9,96400.0,0.05
CT0000928,DH001450,SP0013,307,144000.0,0.0
CT0000929,DH001450,SP0139,229,270400.0,0.0
CT0000930,DH001450,SP0167,271,41900.0,0.1
CT0000931,DH001450,SP0009,207,468500.0,0.0
CT0000932,DH000273,SP0130,252,261000.0,0.15
CT0000933,DH000273,SP0042,200,169900.0,0.0
CT0000934,DH000273,SP0137,260,850400.0,0.0
CT0000935,DH000273,SP0003,140,54200.0,0.0
CT0000936,DH000273,SP0007,309,218700.0,0.05
CT0000937,DH009721,SP0007,212,262000.0,0.05
CT0000938,DH009721,SP0074,208,1255000.0,0.05
CT0000939,DH009721,SP0163,233,207000.0,0.0
CT0000940,DH009721,SP0091,59,59000.0,0.0
CT0000941,DH009721,SP0103,233,255000.0,0.0
CT0000942,DH003783,SP0049,2,237000.0,0.0
CT0000943,DH003678,SP0207,5,26000.0,0.0
CT0000944,DH002699,SP0032,8,192700.0,0.0
CT0000945,DH002699,SP0081,9,31600.0,0.15
CT0000946,DH000468,SP0178,3,264000.0,0.05
CT0000947,DH000468,SP0206,7,48000.0,0.1
CT0000948,DH003202,SP0217,189,299400.0,0.15
CT0000949,DH003202,SP0024,338,86500.0,0.1
CT0000950,DH003202,SP0167,240,29700.0,0.0
CT0000951,DH003202,SP0208,255,121500.0,0.0
CT0000952,DH003202,SP0045,123,212700.0,0.0
CT0000953,DH003202,SP0123,301,270800.0,0.0
CT0000954,DH005763,SP0216,191,101000.0,0.0
CT0000955,DH005763,SP0158,132,185000.0,0.0
CT0000956,DH005763,SP0080,189,203000.0,0.05
CT0000957,DH005763,SP9011,296,258000.0,0.05
CT0000958,DH005763,SP0006,71,1160000.0,0.05
CT0000959,DH005763,SP0024,313,104000.0,0.15
CT0000960,DH002674,SP0045,273,232000.0,0.05
CT0000961,DH002674,SP0148,122,47000.0,0.0
CT0000962,DH002674,SP0216,53,101000.0,0.0
CT0000963,DH002674,SP0213,69,31000.0,0.1
CT0000964,DH002674,SP0184,128,293000.0,0.0
CT0000965,DH002674,SP0198,212,23000.0,0.15
CT0000966,DH002674,SP0094,290,187000.0,0.05
CT0000967,DH002674,SP0014,277,763000.0,0.0
CT0000968,DH000416,SP0047,212,194000.0,0.05
CT0000969,DH000416,SP0164,144,879000.0,0.15
CT0000970,DH000416,SP0105,320,219000.0,0.0
CT0000971,DH000416,SP0095,122,117000.0,0.05
CT0000972,DH000416,SP0212,241,306000.0,0.0
CT0000973,DH000416,SP0036,94,274000.0,0.15
CT0000974,DH000416,SP0055,254,297000.0,0.0
CT0000975,DH000416,SP0066,106,572000.0,0.1
CT0000976,DH008470,SP0189,185,164000.0,0.0
CT0000977,DH008470,SP0106,127,265000.0,0.15
CT0000978,DH008470,SP0117,63,42000.0,0.0
CT0000979,DH008470,SP0173,314,169000.0,0.1
CT0000980,DH008470,SP0045,335,232000.0,0.1
CT0000981,DH009796,SP0045,12,232000.0,0.0
CT0000982,DH009796,SP0181,5,852000.0,0.15
CT0000983,DH009796,SP0131,4,38000.0,0.0
CT0000984,DH011252,,261,231000.0,0.0
CT0000985,DH011252,SP9003,158,146000.0,0.15
CT0000986,DH011252,SP0164,233,879000.0,0.05
CT0000987,DH011252,SP0068,82,48000.0,0.1
CT0000988,DH010688,SP0109,1,790900.0,0.05
CT0000989,DH010688,SP0207,9,21900.0,0.0
CT0000990,DH010688,SP0192,4,467900.0,0.1
CT0000991,DH008133,SP0183,78,170000.0,0.0
CT0000992,DH008133,SP0117,239,42000.0,0.0
CT0000993,DH008133,SP0204,248,1413000.0,0.0
CT0000994,DH008133,SP0086,168,229000.0,0.15
CT0000995,DH008133,SP0217,137,291000.0,0.1
CT0000996,DH005766,SP0129,62,204500.0,0.0
CT0000997,DH005766,SP0189,262,138100.0,0.1
CT0000998,DH005766,SP0082,276,770100.0,0.0
CT0000999,DH000230,SP0067,156,16500.0,0.15
CT0001000,DH000230,SP0014,139,712700.0,0.0
CT0001001,DH000230,SP0195,83,229600.0,0.0
CT0001002,DH000230,SP0089,175,181900.0,0.1
CT0001003,DH000230,SP0172,55,645500.0,0.15
CT0001004,DH000230,SP0081,210,36100.0,0.15
CT0001005,DH000230,SP0197,160,883100.0,0.0
CT0001006,DH000230,SP0069,74,69200.0,0.1
CT0001007,DH004158,SP0090,8,855000.0,0.0
CT0001008,DH004158,SP0198,8,23000.0,0.0
CT0001009,DH004158,SP0152,6,231000.0,0.0
CT0001010,DH005573,SP0060,2,26000.0,0.0
CT0001011,DH002681,SP0070,131,164900.0,0.0
CT0001012,DH002681,SP0097,278,86700.0,0.0
CT0001013,DH002681,SP0080,218,165900.0,0.0
CT0001014,DH002681,SP0059,226,721100.0,0.0
CT0001015,DH002681,SP0196,115,136100.0,0.15
CT0001016,DH002681,SP0153,62,168200.0,0.0
CT0001017,DH002681,SP0201,199,798100.0,0.0
CT0001018,DH002464,SP0194,10,188000.0,0.0
CT0001019,DH002464,SP0054,1,175000.0,0.05
CT0001020,DH002464,SP0028,10,200000.0,0.05
CT0001021,DH006882,SP0004,7,224000.0,0.15
CT0001022,DH009974,SP0149,1,1055500.0,0.0
CT0001023,DH003326,SP0195,245,218100.0,0.15
CT0001024,DH003326,SP0070,118,186300.0,0.0
CT0001025,DH003326,SP0163,276,194400.0,0.1
CT0001026,DH003326,,90,202300.0,0.05
CT0001027,DH009763,SP0007,7,262000.0,0.15
CT0001028,DH011823,SP0197,290,811200.0,0.15
CT0001029,DH011823,SP0182,147,120900.0,0.0
CT0001030,DH011823,,277,130200.0,0.1
CT0001031,DH011823,SP0181,127,726400.0,0.1
CT0001032,DH011823,SP0089,204,192600.0,0.0
CT0001033,DH004935,,106,1413000.0,0.0
