MaDonHang,MaKhachHang,NgayDatHang,KenhBan,NhanVienBanHang,TrangThai
DH011908,KH0254,13/04/2026 10:23:00,TMĐT - Tiki,NV14,Đã giao
DH004875,KH0281,08/06/2025 02:39:00,Showroom,NV04,Đã giao
DH011410,KH0367,12/11/2024 02:48:00,Đại lý,NV04,Đã giao
DH004918,KH0231,20/09/2025 11:29:00,Sàn Shopee,NV26,Đã giao
DH008035,KH0135,12/01/2026 21:39:00,Bán lẻ,NV22,Đã giao
DH008245,KH0044,03/07/2025 05:46:00,Shopee,NV22,Đã giao
DH004409,KH0241,30/01/2026 10:29:00,TMĐT - Tiki,NV04,Đã giao
DH003802,KH0447,08/09/2025 12:31:00,Lazada,NV30,Đã giao
DH011826,KH0447,01/01/2026 01:16:00,Showroom,NV05,Đã giao
DH009585,KH0441,06/10/2024 12:15:00,Bán lẻ,NV24,Đã giao
DH011535,KH0035,23/07/2025 19:53:00,Sàn Lazada,NV21,Đã giao
DH001154,KH0368,07/05/2025 15:28:00,Đại lý,NV17,Mới
DH001716,KH0262,02/03/2026 11:33:00,Shopee,NV03,Đã giao
DH006421,KH0049,27/08/2024 01:12:00,Showroom,NV06,Đã giao
DH002402,KH0274,30/12/2024 02:57:00,Sàn Lazada,NV14,Đã giao
DH003326,KH0221,22/08/2024 03:22:00,Đại lý,NV16,Đã giao
DH008723,KH0117,21/03/2026 09:54:00,TMĐT - Tiki,NV01,Đã giao
DH010318,KH0021,19/09/2024 22:23:00,Lazada,NV24,Đã giao
DH004532,KH0447,12/13/2025 14:58:00,Đại lý,NV25,Đã giao
DH011200,KH0282,08/01/2025 23:27:00,Sàn Shopee,NV22,Đã giao
DH003188,KH0257,15/06/2025 00:28:00,Showroom,NV13,Đã giao
DH009133,KH0063,30/07/2025 21:47:00,Showroom,NV27,Đã giao
DH009960,KH0249,08/09/2024 20:49:00,Sàn Lazada,NV28,Đã giao
DH003009,KH0386,09/05/2026 00:10:00,Đại lý,NV14,Đã giao
DH000167,KH0424,05/05/2026 01:42:00,Showroom,NV22,Đã giao
DH007456,KH0001,11/12/2024 13:12:00,Bán lẻ,NV23,Đã giao
DH005144,KH0140,04/01/2025 17:34:00,Showroom,NV19,Đã giao
DH003988,KH0257,07/08/2024 06:39:00,Sàn Lazada,NV19,Đã giao
DH009812,KH0322,11/05/2025 10:00:00,TMĐT - Tiki,NV02,Đã giao
DH002229,KH0208,28/08/2024 22:12:00,Showroom,NV29,Đã giao
DH001069,KH9004,05/11/2024 00:18:00,Sàn Lazada,NV30,Đã giao
DH005128,KH0447,09/10/2025 19:04:00,Lazada,NV24,Đã giao
DH011844,KH0248,03/01/2025 16:41:00,Showroom,NV02,Đã giao
DH001992,KH0409,22/02/2026 04:59:00,Sàn Lazada,NV07,Đã giao
DH009248,KH0105,17/06/2026 10:43:00,Sàn Shopee,NV09,Đã giao
DH000469,KH0241,30/05/2026 14:45:00,Sàn Shopee,NV21,Đã giao
DH001813,KH0442,04/08/2024 22:34:00,Bán lẻ,NV02,Đang xử lý
DH007887,KH0035,11/05/2025 03:12:00,Sàn Shopee,NV21,Đã giao
DH001254,KH0173,08/11/2024 06:35:00,TMĐT - Tiki,NV14,Đang xử lý
DH007005,KH0248,28/12/2024 05:24:00,Showroom,NV25,Trả hàng
DH009090,KH0262,11/04/2025 23:23:00,TMĐT - Tiki,NV16,Đã giao
DH003282,KH0391,14/10/2024 09:48:00,Bán lẻ,NV27,Đã giao
DH006129,KH0051,01/04/2026 10:14:00,Bán lẻ,NV11,Đã giao
DH001290,KH0377,26/04/2025 13:26:00,TMĐT - Shopee,NV15,Đã giao
DH007112,KH0012,10/11/2025 17:32:00,TMĐT - Tiki,NV08,Đã giao
DH002137,,09/02/2025 03:34:00,Đại lý,NV19,Đã giao
DH010568,KH0407,22/12/2025 17:59:00,Lazada,NV23,Đã giao
DH000259,KH0288,25/11/2025 09:40:00,Bán lẻ,NV26,Đã giao
DH007945,KH0116,23/05/2025 00:03:00,Showroom,NV12,Đã giao
DH004206,KH0297,26/11/2025 05:41:00,Shopee,NV21,Đã giao
DH000723,KH0074,17/12/2024 01:58:00,Ban le,NV12,Đã giao
DH007036,KH9008,05/06/2025 11:31:00,Ban le,NV22,Trả hàng
DH010040,KH0054,05/01/2025 18:35:00,Showroom,NV02,Đã giao
DH001320,,29/10/2024 04:33:00,Đại lý,NV10,Đang xử lý
DH011414,KH0105,12/05/2025 08:59:00,Showroom,NV15,Đang xử lý
DH004490,KH0114,05/02/2025 16:02:00,Lazada,NV20,Đã giao
DH001469,KH0088,16/12/2025 00:57:00,Sàn Shopee,NV28,Đã giao
DH005179,KH0155,29/04/2025 21:31:00,Sàn Shopee,NV05,Đang xử lý
DH010120,KH0162,07/06/2026 09:18:00,Showroom,NV01,Mới
DH010631,KH0216,06/10/2024 08:10:00,Shopee,NV21,Đang xử lý
DH003843,KH0049,04/11/2025 22:49:00,Sàn Shopee,NV04,Đã hủy
DH005407,KH0155,14/10/2025 03:59:00,Sàn Shopee,NV02,Đã giao
DH004285,KH0227,21/07/2026 12:20:00,Shopee,NV12,Đã giao
DH000422,,13/04/2025 15:16:00,TMĐT - Tiki,NV19,Đã giao
DH009007,KH0442,15/10/2024 10:48:00,Sàn Lazada,NV29,Đã hủy
DH011645,KH0314,22/04/2025 00:53:00,Sàn Lazada,NV26,Đang xử lý
DH010411,,03/10/2025 23:03:00,TMĐT - Tiki,NV17,Đã giao
DH003727,KH0141,05/06/2025 23:09:00,Bán lẻ,NV10,Đã giao
DH007223,KH0386,21/12/2025 13:53:00,Sàn Shopee,NV13,Đã giao
DH009580,KH0010,28/08/2024 04:51:00,Đại lý,NV21,Đã hủy
DH005744,KH0193,02/07/2026 07:47:00,Showroom,NV26,Đã hủy
DH010610,KH0365,06/09/2025 20:39:00,Bán lẻ,NV18,Mới
DH004359,KH0345,19/11/2025 10:55:00,Showroom,NV13,Đã giao
DH010590,KH0140,14/11/2025 18:40:00,Sàn Lazada,NV25,Đang xử lý
DH004217,KH0160,04/07/2026 16:19:00,Đại lý,NV10,Đã hủy
DH006146,KH0063,03/10/2024 12:43:00,Sàn Lazada,NV20,Đã giao
DH002531,KH0259,06/11/2025 09:10:00,TMĐT - Tiki,NV26,Đã giao
DH002937,KH0391,25/01/2026 06:16:00,TMĐT - Tiki,NV06,Đã giao
DH007747,KH0368,11/02/2026 23:55:00,Sàn Shopee,NV14,Đã giao
DH005178,KH0353,18/04/2025 08:13:00,TMĐT - Tiki,NV04,Đang xử lý
DH006521,KH0262,12/12/2025 11:18:00,Showroom,NV16,Đã giao
DH004505,KH0227,07/08/2024 20:03:00,Showroom,NV29,Đã giao
DH009907,KH0447,24/03/2025 17:14:00,Đại lý,NV02,Đã giao
DH000790,KH0306,23/01/2025 16:54:00,Showroom,NV06,Đã giao
DH005664,KH0247,22/06/2025 19:36:00,Shopee,NV22,Đã giao
DH010933,KH0442,15/01/2025 07:35:00,Showroom,NV09,Đã giao
DH006117,KH0442,27/11/2024 05:06:00,Đại lý,NV26,Đã giao
DH005849,KH0447,10/12/2024 01:11:00,Bán lẻ,NV28,Đang xử lý
DH000179,KH0246,03/10/2024 13:53:00,Ban le,NV30,Mới
DH001931,KH0281,07/11/2024 01:47:00,Đại lý,NV07,Đã hủy
DH006696,KH0183,01/04/2025 16:36:00,Bán lẻ,NV19,Trả hàng
DH008670,KH0229,13/08/2025 21:44:00,Sàn Lazada,NV08,Đang xử lý
DH006191,KH0035,14/01/2025 16:31:00,TMĐT - Tiki,NV16,Đã giao
DH010694,KH0183,26/07/2026 23:07:00,Showroom,NV05,Đã giao
DH000526,KH0406,11/04/2026 23:43:00,Sàn Shopee,NV24,Đã giao
DH001097,KH0353,05/10/2024 15:55:00,Sàn Shopee,NV01,Đang xử lý
DH008811,KH0053,14/06/2025 03:20:00,TMĐT - Shopee,NV28,Đã giao
DH007431,KH0391,01/05/2026 00:34:00,TMĐT - Lazada,NV05,Đã giao
DH010097,KH0264,07/08/2024 15:32:00,Ban le,NV14,Mới
DH003368,KH0384,22/02/2026 03:22:00,Đại lý,NV06,Đã giao
DH006175,KH0421,21/11/2025 17:32:00,Showroom,NV16,Đã hủy
DH011445,KH0447,03/02/2025 14:26:00,Đại lý,NV11,Đang xử lý
DH005047,KH0089,07/03/2025 04:19:00,Shopee,NV06,Đang xử lý
DH010457,KH0391,25/10/2024 19:13:00,Đại lý,NV19,Đã giao
DH011937,KH0272,02/06/2025 02:20:00,Shopee,NV17,Đã giao
DH002243,KH0349,01/01/2026 04:09:00,Sàn Shopee,NV03,Đã giao
DH005273,KH0010,15/10/2025 11:56:00,TMĐT - Tiki,NV29,Đã giao
DH010750,KH0249,25/09/2025 08:42:00,Ban le,NV25,Đã giao
DH007043,KH0119,06/07/2025 06:52:00,Shopee,NV27,Mới
DH006887,KH0089,14/12/2025 11:11:00,TMĐT - Tiki,NV27,Đã giao
DH008873,KH0166,08/04/2026 08:00:00,Bán lẻ,NV04,Đang xử lý
DH001084,KH0119,20/01/2025 22:47:00,Bán lẻ,NV15,Đã giao
DH002960,,27/10/2024 01:05:00,Ban le,NV08,Đã giao
DH004881,KH0130,19/05/2025 05:06:00,Lazada,NV28,Đã giao
DH009009,KH0246,30/01/2026 19:38:00,Lazada,NV23,Mới
DH007367,KH0137,24/10/2025 19:59:00,Ban le,NV06,Đã giao
DH010055,KH0322,24/12/2025 03:49:00,Đại lý,NV13,Đã giao
DH000003,KH0042,18/10/2025 19:47:00,Showroom,NV27,Đã giao
DH006771,KH0293,04/08/2025 16:37:00,Lazada,NV24,Đang xử lý
DH005558,KH0447,19/01/2026 22:34:00,Đại lý,NV11,Đã giao
DH9900117,KH0356,13/04/2026 11:46:00,Shopee,NV15,Đã giao
DH004435,KH0155,26/09/2024 09:49:00,Shopee,NV08,Đã giao
DH003609,KH0056,05/12/2024 17:36:00,Đại lý,NV18,Đang xử lý
DH001943,KH0122,19/12/2025 01:06:00,Bán lẻ,NV07,Đã giao
DH009784,KH0415,29/04/2026 15:17:00,TMĐT - Tiki,NV04,Đang xử lý
DH009743,KH0119,23/05/2026 00:04:00,TMĐT - Tiki,NV09,Đã giao
DH003359,KH0355,10/01/2025 21:31:00,Sàn Shopee,NV04,Đã giao
DH003261,KH0442,19/09/2024 15:40:00,Shopee,NV18,Đã giao
DH010347,KH0309,19/01/2026 20:15:00,TMĐT - Tiki,NV04,Đã giao
DH008308,KH0338,29/05/2026 03:06:00,Showroom,NV23,Đã hủy
DH001054,KH0051,20/12/2024 13:38:00,Sàn Shopee,NV20,Trả hàng
DH008166,KH0020,04/05/2025 16:13:00,TMĐT - Tiki,NV03,Đã giao
DH002828,KH0412,09/08/2024 00:30:00,Ban le,NV22,Đã giao
DH011100,KH0012,2025-03-27 10:10:00,Bán lẻ trực tiếp,NV23,Đã giao
DH006692,KH0227,30/04/2026 11:37:00,Ban le,NV28,Đã giao
DH002753,KH0366,27/12/2024 10:12:00,Sàn Shopee,NV20,Đã giao
DH000228,KH0413,05/04/2026 08:53:00,Showroom,NV07,Đã giao
DH003817,KH0012,20/07/2026 07:10:00,Đại lý,NV17,Đã giao
DH005872,KH0389,07/25/2026 11:12:00,Sàn Shopee,NV05,Đã giao
DH004479,,04/04/2025 05:57:00,TMĐT - Tiki,NV18,Đã giao
DH007572,KH0314,15/02/2026 17:31:00,Đại lý,NV13,Đã giao
DH005331,KH0304,26/11/2025 19:49:00,Sàn Shopee,NV10,Đã giao
DH008242,KH0368,09/07/2026 06:27:00,Bán lẻ trực tiếp,NV02,Đã giao
DH9900047,KH0252,22/12/2025 05:51:00,Đại lý,NV25,Đã giao
DH011692,KH0157,13/12/2025 16:27:00,Sàn Lazada,NV13,Đã giao
DH001613,KH0235,26/12/2025 11:42:00,TMĐT - Tiki,NV28,Đã giao
DH002453,KH0035,03/08/2025 15:53:00,Showroom,NV19,Đã giao
DH9900023,KH0383,30/01/2026 00:17:00,TMĐT - Tiki,NV10,Đã giao
DH003975,KH0325,24/07/2025 10:28:00,Lazada,NV26,Đã giao
DH008879,KH0232,28/09/2025 14:27:00,TMĐT - Tiki,NV27,Đã giao
DH009696,KH0184,31/07/2025 14:37:00,TMĐT - Tiki,NV17,Đã giao
DH008172,KH0397,30/04/2026 01:32:00,Showroom,NV04,Đang xử lý
DH007046,KH0442,17/10/2024 05:58:00,TMĐT - Tiki,NV18,Đã giao
DH008884,KH0293,02/01/2025 23:30:00,Lazada,NV20,Đã giao
DH002841,KH0155,17/02/2025 19:31:00,Shopee,NV28,Đã giao
DH005831,KH0095,09/12/2025 07:09:00,TMĐT - Tiki,NV27,Trả hàng
DH003128,KH0051,22/04/2026 02:04:00,TMĐT - Tiki,NV10,Đã giao
DH008482,KH0243,11/06/2026 17:37:00,Đại lý,NV02,Đang xử lý
DH004397,KH0237,19/09/2025 05:57:00,Showroom,NV20,Đã giao
DH006962,KH0272,31/10/2024 23:37:00,Bán lẻ,NV21,Đã giao
DH011241,KH0433,12/07/2026 05:56:00,TMĐT - Tiki,NV11,Đã giao
DH001339,KH0035,18/08/2025 19:14:00,Đại lý,NV10,Mới
DH004931,KH0135,20/03/2025 08:56:00,Sàn Lazada,NV28,Đã giao
DH000873,KH0262,01/09/2024 05:24:00,Showroom,NV06,Đã giao
DH008164,KH0248,16/12/2025 16:34:00,Đại lý,NV28,Đã giao
DH002655,KH0374,05/12/2024 20:24:00,Đại lý,NV13,Đã giao
DH008351,KH0138,17/03/2025 14:48:00,Đại lý,NV02,Đã giao
DH003250,KH0389,03/01/2026 11:41:00,Lazada,NV13,Đang xử lý
DH009121,KH0127,03/11/2025 18:14:00,Bán lẻ,NV27,Đang xử lý
DH008583,KH0122,17/11/2024 02:31:00,Đại lý,NV30,Đã giao
DH010331,KH0249,13/08/2025 15:59:00,Sàn Shopee,NV29,Đã giao
DH011675,KH0231,21/11/2025 00:15:00,Đại lý,NV13,Đang xử lý
DH001886,KH0442,19/05/2025 02:26:00,Showroom,NV18,Đã giao
DH008401,KH0412,05/11/2024 04:48:00,Showroom,NV04,Đã giao
DH007076,KH0271,31/12/2025 15:16:00,Bán lẻ,NV12,Đã giao
DH005185,KH0198,23/10/2024 02:38:00,Đại lý,NV19,Đã giao
DH9900010,KH0442,24/06/2025 07:03:00,Bán lẻ,NV03,Đã giao
DH010308,KH0353,31/01/2025 12:23:00,Đại lý,NV13,Đã giao
DH000524,KH0279,20/09/2025 07:04:00,Lazada,NV25,Đã giao
DH010898,KH0243,21/05/2025 17:04:00,Showroom,NV12,Đã hủy
DH002108,KH0071,31/08/2024 16:57:00,Bán lẻ,NV11,Đã giao
DH002241,KH0116,01/27/2025 12:08:00,Showroom,NV01,Đã giao
DH008689,KH0397,04/09/2024 01:11:00,Sàn Lazada,NV15,Đã giao
DH008969,KH0220,22/04/2026 22:59:00,Sàn Lazada,NV16,Đang xử lý
DH000039,,28/06/2025 03:01:00,Đại lý,NV20,Đã giao
DH008400,KH0063,04/10/2025 20:59:00,Đại lý,NV04,Đã giao
DH000103,KH9000,20/12/2024 15:44:00,TMĐT - Tiki,NV06,Đã giao
DH000444,KH0251,10/06/2025 08:12:00,Ban le,NV21,Đã giao
DH008302,KH0268,15/12/2025 21:15:00,TMĐT - Tiki,NV14,Đã giao
DH005927,KH0054,03/09/2024 02:16:00,Bán lẻ,NV22,Đã giao
DH006082,KH0262,15/09/2025 07:05:00,Ban le,NV27,Đã giao
DH001412,KH0035,01/02/2026 10:27:00,Showroom,NV30,Mới
DH005056,KH0297,16/06/2026 06:12:00,Đại lý,NV02,Đã giao
DH011594,KH0051,23/10/2025 19:33:00,Showroom,NV26,Đã giao
DH007732,KH0438,05/04/2025 18:55:00,Đại lý,NV13,Đã giao
DH002027,KH0314,09/11/2024 22:36:00,Bán lẻ,NV10,Đang xử lý
DH007672,KH0261,17/01/2025 13:08:00,Showroom,NV23,Đã giao
DH000813,KH0257,03/10/2025 09:42:00,Sàn Lazada,NV03,Đang xử lý
DH9900144,KH0242,19/03/2025 17:13:00,Lazada,NV09,Đã giao
DH003889,KH0438,17/03/2026 10:33:00,Sàn Shopee,NV30,Đã giao
DH003297,KH0151,11/09/2025 12:20:00,Showroom,NV25,Đã giao
DH005385,KH0396,20/11/2024 08:10:00,Sàn Shopee,NV16,Mới
DH011968,KH0391,13/07/2025 17:09:00,TMĐT - Tiki,NV21,Đã giao
DH000466,KH0036,16/07/2026 03:09:00,Showroom,NV06,Đang xử lý
DH007608,KH0205,11/03/2025 05:14:00,Bán lẻ trực tiếp,NV13,Đã giao
DH000071,KH0229,05/11/2025 09:44:00,Sàn Shopee,NV22,Đã giao
DH005048,KH0147,05/03/2025 23:44:00,Sàn Shopee,NV19,Đang xử lý
DH002390,KH0442,29/06/2025 13:09:00,Lazada,NV13,Đã giao
DH010531,KH0114,07/11/2025 11:38:00,Đại lý,NV24,Đã giao
DH005094,KH0077,10/23/2025 17:59:00,TMĐT - Lazada,NV17,Đã giao
DH004472,KH0056,27/06/2026 06:52:00,Showroom,NV28,Đã giao
DH003434,KH0077,18/08/2024 22:06:00,Đại lý,NV07,Đã giao
DH010951,KH0258,29/03/2026 21:03:00,TMĐT - Tiki,NV20,Đã giao
DH011428,KH0406,13/06/2026 12:59:00,Sàn Lazada,NV17,Đã giao
DH004493,KH0155,27/10/2025 12:11:00,Đại lý,NV01,Đã giao
DH9900135,KH0325,08/08/2024 00:24:00,Showroom,NV02,Đã giao
DH011539,KH0168,12/09/2024 16:49:00,Ban le,NV06,Đã giao
DH005902,KH0002,01/03/2025 07:44:00,Sàn Lazada,NV22,Đã giao
DH003801,KH0419,18/03/2025 17:25:00,TMĐT - Tiki,NV20,Đã giao
DH008928,KH0161,07/07/2026 06:11:00,TMĐT - Lazada,NV01,Đang xử lý
DH004940,KH0227,28/06/2025 18:08:00,Đại lý,NV11,Đã giao
DH004220,KH0317,08/12/2024 21:28:00,Đại lý,NV07,Đã giao
DH008387,KH0400,24/06/2026 20:22:00,Showroom,NV28,Đã giao
DH003254,KH0135,18/06/2025 07:49:00,TMĐT - Lazada,NV29,Đã giao
DH008783,KH0070,28/10/2024 06:44:00,Sàn Lazada,NV07,Đã giao
DH005009,KH0330,17/11/2025 15:11:00,Showroom,NV03,Đã giao
DH008696,,23/03/2025 12:03:00,Showroom,NV12,Mới
DH011326,KH0002,05/05/2026 12:57:00,Ban le,NV24,Đã giao
DH010070,KH0092,03/04/2026 09:04:00,TMĐT - Tiki,NV05,Đã giao
DH007503,KH0242,02/09/2024 15:25:00,Ban le,NV30,Đang xử lý
DH002856,KH0070,20/11/2024 09:46:00,TMĐT - Tiki,NV25,Đã hủy
DH001913,KH0246,13/07/2025 18:19:00,Ban le,NV17,Đã giao
DH002330,KH0406,10/01/2025 01:40:00,Đại lý,NV21,Đang xử lý
DH000870,KH0249,05/02/2025 00:06:00,Shopee,NV25,Đã giao
DH005713,KH0012,30/07/2026 23:13:00,Đại lý,NV16,Đã giao
DH005250,KH0262,2026-04-18 23:25:00,Ban le,NV19,Đã giao
DH005427,KH0032,02/08/2024 04:15:00,TMĐT - Lazada,NV05,Đã giao
DH003791,KH0197,09/19/2024 09:11:00,Showroom,NV11,Đã giao
DH003903,KH0119,27/05/2026 16:57:00,Đại lý,NV28,Đã giao
DH006988,KH0309,18/04/2026 13:35:00,Bán lẻ,NV05,Đang xử lý
DH008529,KH0314,17/12/2025 16:36:00,TMĐT - Tiki,NV06,Đã giao
DH009616,KH0053,16/03/2026 17:58:00,Ban le,NV15,Đã giao
DH008821,KH0245,12/11/2025 08:09:00,TMĐT - Tiki,NV11,Mới
DH008678,KH0402,01/07/2026 21:27:00,TMĐT - Tiki,NV04,Đã giao
DH003091,KH0054,16/10/2024 02:51:00,Sàn Lazada,NV23,Đã giao
DH010173,KH0404,28/11/2025 14:39:00,Showroom,NV16,Đã giao
DH009663,KH0047,26/05/2025 21:23:00,Đại lý,NV21,Đã giao
DH000856,KH0128,30/04/2026 05:04:00,Showroom,NV06,Đang xử lý
DH007728,KH0227,26/05/2025 17:53:00,Lazada,NV16,Đã giao
DH004948,KH0121,06/09/2025 23:14:00,Showroom,NV11,Đã giao
DH006428,KH0023,28/10/2025 23:36:00,Showroom,NV21,Đã giao
DH007250,KH0199,30/05/2026 14:07:00,Đại lý,NV12,Đã hủy
DH010497,KH0035,12/11/2025 16:18:00,Showroom,NV24,Đã giao
DH9900013,KH0391,08/02/2026 09:47:00,Sàn Shopee,NV01,Đã giao
DH011230,KH0056,30/07/2026 14:38:00,Đại lý,NV02,Đã giao
DH009970,KH0135,23/10/2024 00:24:00,Sàn Shopee,NV07,Đã giao
DH004204,KH0119,05/04/2026 15:52:00,Đại lý,NV07,Đang xử lý
DH011957,KH0177,14/07/2025 09:43:00,TMĐT - Tiki,NV02,Đã giao
DH011490,KH0070,19/03/2025 15:57:00,Sàn Shopee,NV16,Đã giao
DH010484,KH0201,06/03/2025 22:29:00,Đại lý,NV26,Đã giao
DH002986,KH0099,08/01/2025 17:16:00,Ban le,NV19,Đang xử lý
DH003325,KH0242,05/06/2026 08:46:00,Bán lẻ,NV15,Đã giao
DH011152,KH0306,18/01/2026 00:24:00,Lazada,NV17,Đã giao
DH000624,KH0316,15/08/2024 22:40:00,Showroom,NV21,Đã giao
DH001698,,02/01/2026 04:09:00,TMĐT - Tiki,NV20,Đã giao
DH010847,KH0183,02/10/2025 20:56:00,Đại lý,NV17,Đã giao
DH003559,KH0230,28/10/2024 04:05:00,Ban le,NV14,Đã giao
DH000780,KH0314,10/12/2024 08:43:00,Showroom,NV22,Trả hàng
DH9900078,KH0141,01/05/2025 21:11:00,Bán lẻ,NV30,Đang xử lý
DH007357,KH0391,07/11/2024 13:42:00,Showroom,NV18,Đang xử lý
DH009861,KH0359,20/12/2024 14:09:00,Bán lẻ,NV21,Đã hủy
DH005994,KH0359,10/08/2025 18:39:00,Showroom,NV21,Đã giao
DH000265,KH0075,11/09/2025 03:00:00,Lazada,NV21,Đã giao
DH006305,KH0257,21/04/2025 07:37:00,Shopee,NV12,Đã giao
DH009315,KH0405,21/02/2025 16:37:00,Sàn Lazada,NV12,Đã giao
DH010521,KH0273,01/01/2026 15:26:00,Showroom,NV16,Đã giao
DH008671,KH0314,09/12/2024 09:41:00,Showroom,NV23,Đã giao
DH011505,KH0306,14/11/2025 07:06:00,TMĐT - Tiki,NV15,Đã giao
DH011065,KH0227,12/01/2026 22:14:00,Showroom,NV14,Đã giao
DH010207,KH0227,19/10/2024 00:19:00,Lazada,NV14,Đang xử lý
DH004765,KH0268,03/10/2024 14:24:00,TMĐT - Shopee,NV11,Đã giao
DH009034,KH0386,04/04/2025 14:51:00,Sàn Shopee,NV07,Đã giao
DH9900104,KH0391,06/08/2024 12:52:00,Sàn Shopee,NV14,Đã giao
DH003847,KH0248,10/07/2025 12:53:00,Ban le,NV22,Đã giao
DH000369,KH0035,16/11/2025 23:15:00,Đại lý,NV05,Đã giao
DH004117,KH0407,29/04/2025 15:02:00,Bán lẻ,NV11,Đã giao
DH007177,,02/11/2024 06:27:00,Showroom,NV24,Đã giao
DH005838,KH0424,10/09/2025 05:01:00,Sàn Lazada,NV15,Đã giao
DH003549,KH0316,02/07/2026 18:52:00,Sàn Shopee,NV21,Đang xử lý
DH002220,KH0391,05/05/2026 21:16:00,Showroom,NV01,Đã giao
DH009810,KH0173,14/12/2024 01:37:00,Shopee,NV16,Đã giao
DH005419,KH0327,05/04/2025 10:47:00,Đại lý,NV03,Đã hủy
DH006102,KH0404,19/01/2026 10:03:00,TMĐT - Tiki,NV21,Đã giao
DH008737,KH0116,08/04/2026 14:07:00,TMĐT - Tiki,NV26,Đang xử lý
DH001996,KH0141,08/09/2025 18:49:00,TMĐT - Tiki,NV30,Đã giao
DH008442,KH0249,02/08/2024 23:32:00,Sàn Shopee,NV13,Đã giao
DH009281,KH0248,26/09/2025 07:29:00,Bán lẻ,NV29,Đã giao
DH009835,KH0384,10/04/2025 05:52:00,Ban le,NV05,Đã hủy
DH004506,KH0391,13/12/2025 12:09:00,Shopee,NV12,Đã giao
DH000172,KH0306,20/09/2025 21:44:00,Lazada,NV11,Đã giao
DH006986,KH0364,20/12/2025 14:50:00,Đại lý,NV16,Đã giao
DH008877,KH0070,19/12/2025 13:47:00,Bán lẻ,NV30,Đã giao
DH003547,KH0020,02/11/2024 22:45:00,Sàn Shopee,NV18,Đã giao
DH004893,KH0135,01/09/2025 03:05:00,Sàn Lazada,NV12,Đã giao
DH006351,KH0257,09/10/2024 15:08:00,TMĐT - Tiki,NV14,Mới
DH006235,KH0135,04/08/2024 07:55:00,Bán lẻ,NV22,Đã hủy
DH007758,KH0447,03/09/2024 23:44:00,Đại lý,NV03,Đã giao
DH007459,KH0404,02/01/2025 20:52:00,Lazada,NV06,Đã giao
DH011827,KH0306,15/12/2024 00:54:00,Showroom,NV19,Đã giao
DH003341,KH0012,19/09/2024 12:55:00,TMĐT - Tiki,NV13,Đã giao
DH9900167,KH0192,05/06/2025 20:58:00,Đại lý,NV24,Đã giao
DH009259,KH0391,10/07/2025 18:08:00,Lazada,NV14,Trả hàng
DH000026,KH0274,2025-10-07 06:34:00,Sàn Shopee,NV15,Đang xử lý
DH006380,KH0242,19/03/2025 17:13:00,Lazada,NV09,Đã giao
DH008660,KH0391,10/05/2026 23:26:00,TMĐT - Tiki,NV16,Đã giao
DH007885,KH0198,20/05/2025 16:01:00,Showroom,NV16,Mới
DH005769,KH0056,28/06/2025 10:01:00,Showroom,NV06,Mới
DH004264,KH0226,25/09/2024 13:42:00,TMĐT - Tiki,NV03,Mới
DH011404,KH0442,18/09/2024 11:55:00,Sàn Shopee,NV09,Đã giao
DH008615,KH0396,23/02/2025 11:00:00,Đại lý,NV11,Mới
DH010827,KH0034,28/12/2025 14:43:00,Đại lý,NV30,Đã giao
DH005108,KH0070,22/08/2024 13:17:00,TMĐT - Tiki,NV30,Đã giao
DH002286,KH0322,12/12/2025 23:51:00,Sàn Shopee,NV03,Đã giao
DH001989,KH0105,13/12/2024 08:14:00,Đại lý,NV21,Đã giao
DH004010,KH0285,18/05/2025 16:52:00,Đại lý,NV11,Đã giao
DH000129,KH0324,05/12/2025 12:26:00,Ban le,NV13,Đã giao
DH011101,KH0002,06/12/2024 17:58:00,Lazada,NV22,Đã giao
DH009351,KH0079,05/01/2026 00:35:00,Ban le,NV28,Đã giao
DH006707,KH0249,10/01/2026 02:13:00,Sàn Shopee,NV26,Đã giao
DH010617,KH0442,08/11/2024 23:09:00,Bán lẻ,NV18,Đã giao
DH005860,KH0393,30/11/2025 00:49:00,Showroom,NV22,Đã giao
DH001586,KH0262,11/05/2026 05:06:00,Đại lý,NV01,Đã giao
DH001730,KH0293,15/09/2024 02:52:00,Showroom,NV10,Đã giao
DH002346,KH0155,22/04/2026 18:06:00,Shopee,NV22,Đã giao
DH010100,KH0268,16/06/2025 11:28:00,Shopee,NV17,Đã giao
DH002903,KH0391,10/04/2026 06:02:00,Đại lý,NV14,Đã giao
DH004845,KH9008,20/11/2025 09:17:00,Ban le,NV23,Đã giao
DH9900121,KH0377,06/07/2025 03:52:00,TMĐT - Tiki,NV18,Đã giao
DH010564,KH0281,26/04/2025 14:18:00,Showroom,NV15,Đã giao
DH003809,KH0266,22/06/2025 03:24:00,Shopee,NV19,Đã giao
DH005667,KH0074,07/01/2026 07:20:00,Đại lý,NV17,Đang xử lý
DH000043,KH0234,11/11/2025 15:55:00,Shopee,NV15,Đã giao
DH004292,KH0098,01/01/2026 03:12:00,Đại lý,NV29,Đã giao
DH005591,KH0055,29/05/2025 03:45:00,TMĐT - Tiki,NV18,Đang xử lý
DH001512,KH0105,28/02/2025 13:17:00,Shopee,NV01,Đã giao
